"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2018.03.01","X2018.03.02","X2018.03.03","X2018.03.04","X2018.03.05","X2018.03.06","X2018.03.07","X2018.03.08","X2018.03.09","X2018.03.10","X2018.03.11","X2018.03.12","X2018.03.13","X2018.03.14","X2018.03.15","X2018.03.16","X2018.03.17","X2018.03.18","X2018.03.19","X2018.03.20","X2018.03.21","X2018.03.22","X2018.03.23","X2018.03.24","X2018.03.25","X2018.03.26","X2018.03.27","X2018.03.28","X2018.03.29","X2018.03.30","X2018.03.31"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0.868361142419072,0,0,0,0,6.94688913935258,0,1.62817714203576,0,0,1.62817714203576,5.21016685451443,0,0,0,0,0,40.8129736936964,0.54272571401192,0,2.7136285700596,0,35.2771714107748,18.7783097048124,6.29561828253827,38.8591611232535,0,0.868361142419072,0,1.62817714203576
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0.8,0,0,0,0,6.4,0,1.5,0,0,1.5,4.8,0,0,0,0,0,37.6,0.5,0,2.5,0,32.5,17.3,5.8,35.8,0,0.8,0,1.5
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,1.5,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0.8,1.8,0.8,1.5,1.3,8.9,0,0.8,0.3,41.4,3,35.8,0.3,0,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,3.6,15.5,0,4.3,0,0,45,1.3,30.5,0.3,0,0,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0.8,0,0,0,0,0,0.5,0.3,0,0.3,0,0,7.9,1.3,0,0,0,0.3,6.9,58.4,0.5,1.5,0.3,0.5,48.5,2.8,30,0,1,0,0
3.23,"CAPTAIN COOK 2.9 SSE","CAPTAIN COOK 2.9 SSE","CoCoRaHS","BI",238,19.4594,-155.8938,"US1HIHI0019",NA,NA,NA,NA,0,0,10.4,0.3,0,0,0,0,0,0,0,0,10.2,3.3,0,0,NA,14.2,3.8,3.8,0,3,1,0.3,26.9,0.5,15.7,0.3,0,0,0
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,7,11,2,5,0,0,0,0,3,7,6,10,2,0,3,0,0,2,10,0,3,0,0,15,10,5,25.146,8.64,0,0,0
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,3.6,5.8,3.3,1,6.4,0,0,0,0,0,0,0,9.9,2,7.1,5.1,0,0,0.8,10.7,1,1.5,0.8,1,52.8,1.3,14.2,0,0,0.5,0
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,6.1,7.4,6.9,0.3,5.3,0.5,0.3,0,0,0,0,0,11.2,2,7.4,4.3,1.8,0.3,0.5,11.2,1.3,1,1,0.8,53.8,2.3,18.8,0.5,0.3,0.5,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,2.3,3.8,0,3.3,2.8,0,0,0,0,NA,0,0,8.6,1.5,6.4,3,1.3,NA,0.5,9.1,1.3,1.3,0.8,0.8,52.1,1,13.5,NA,0,0.8,0
