"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2018.10.01","X2018.10.02","X2018.10.03","X2018.10.04","X2018.10.05","X2018.10.06","X2018.10.07","X2018.10.08","X2018.10.09","X2018.10.10","X2018.10.11","X2018.10.12","X2018.10.13","X2018.10.14","X2018.10.15","X2018.10.16","X2018.10.17","X2018.10.18","X2018.10.19","X2018.10.20","X2018.10.21","X2018.10.22","X2018.10.23","X2018.10.24","X2018.10.25","X2018.10.26","X2018.10.27","X2018.10.28","X2018.10.29","X2018.10.30","X2018.10.31"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0,11.6143302798551,15.9561359919504,0,0,0,38.8591611232535,36.3626228387986,0,1.95381257044291,12.157055993867,20.7321222752553,0,0,0,36.1455325531939,1.62817714203576,25.9422891297698,4.99307656890966,0,0,0,0,1.95381257044291,0,0,0,0,0,1.95381257044291
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,10.7,14.7,0,0,0,35.8,33.5,0,1.8,11.2,19.1,0,0,0,33.3,1.5,23.9,4.6,0,0,0,0,1.8,0,0,0,0,0,1.8
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0.5,0,0,2.5,0,7.9,0,0,23.1,4.3,42.7,0.3,9.1,0,0,0,0,2,0,0,1.8,1.3,21.1,0.3,0,5.3,0,0,0.5,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0,0,9.4,3,3.8,8.4,6.6,1.8,12.4,8.6,17.8,0.5,0,0,0,21.6,0.3,1.8,3.3,18.8,15.2,0.8,2.3,0.8,5.6,0,0,2,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0.3,0,0,0,14.5,0.8,0.8,6.4,34.5,21.3,0.8,4.6,28.2,0,0,0,23.4,40.9,1,6.9,0,14,14,0.5,0.3,1.8,2.5,0.5,0.3,3,0
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,0,0,0.299999999999997,6.09999999999999,1.80000000000001,12.9,23.4,8.10000000000002,0.5,9.69999999999999,2.80000000000001,1.19999999999999,0.5,0.5,0.5,16.3,0.799999999999983,4.30000000000001,0,0,3.5,5.40000000000001,3.29999999999998,2.30000000000001,13.7,0.200000000000017,3.29999999999998,13.2,3.59999999999997,0
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0,0.5,0,0.8,0.5,11.4,1.3,19.3,31,1,4.1,3.3,3,10.4,3.3,0.5,0,22.6,1,0,0,0,0,1.8,0.5,0,0.3,2.5,1.5,19.6,0
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,0,0.27611328701551,0,2.00355742148234,0.55222657403102,12.5907658879073,2.11233754825598,37.7101671179023,34.9678942207619,0.83111517443415,8.34390044231542,5.50367721962368,2.10290148273807,7.8627097329864,2.1012362947055,0.27611328701551,0,14.878762536568,5.96266542185174,0.27888860040313,0,0,0,0.994007833255836,0.27611328701551,0,0.165667972209306,2.7611328701551,1.65667972209306,36.8718361286603,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0,0.5,0,0.8,0.5,10.2,3.8,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.3,0,0.5,2,1.5,15.7,0
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,0,0,0,2.21725598106464,NA,5.3,1.97969284023628,38.4060411005839,40.9,4.3,8.63146078343019,5.22638909822379,0.633501708875611,24.1,0.395938568047257,0,0,3.40507168520641,7.68120822011678,0.395938568047257,0,0,0,0,0,0,0,NA,NA,36.9806622556138,0
