"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2019.02.01","X2019.02.02","X2019.02.03","X2019.02.04","X2019.02.05","X2019.02.06","X2019.02.07","X2019.02.08","X2019.02.09","X2019.02.10","X2019.02.11","X2019.02.12","X2019.02.13","X2019.02.14","X2019.02.15","X2019.02.16","X2019.02.17","X2019.02.18","X2019.02.19","X2019.02.20","X2019.02.21","X2019.02.22","X2019.02.23","X2019.02.24","X2019.02.25","X2019.02.26","X2019.02.27","X2019.02.28"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,4.45035085489774,7.16397942495734,2.17090285604768,20.9492125608601,7.16397942495734,0,0,0,1.62817714203576,3.90762514088582,0,0,0,42.2240605501274,1.41108685643099,0,0,0,56.7691096856468,27.2448308433984,0,5.53580228292158,0,3.25635428407152,4.45035085489774,22.034663988884,10.5288788518312,6.62125371094542
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,4.1,6.6,2,19.3,6.6,0,0,0,1.5,3.6,0,0,0,38.9,1.3,0,0,0,52.3,25.1,0,5.1,0,3,4.1,20.3,9.7,6.1
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,29.7,2.5,10.2,0,0.3,0,1,0,0,0,7.1,0,0,0,0,22.1,0.8,0,12.4,54.6,0.5,0,0,5.8,1,0,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,31,1.5,7.6,10.7,6.9,0,1.8,0,0,0,5.3,0,0,0,13.7,3.3,0.5,0,13,45.5,1.3,4.6,0,3,13.2,0,2.8,4.6
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,13,2.5,13.2,4.1,9.9,0,5.3,0,0,0,9.7,0,0,1.8,8.6,6.4,0,0.5,44.5,42.4,0.5,6.1,2.3,6.6,15.5,6.4,17.3,1.5
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,2,5.40000000000003,2.5,9.19999999999999,0.699999999999989,6.39999999999998,0.200000000000045,0,0,1.59999999999997,0,0,0.699999999999989,20.6,1.5,0.299999999999955,0,5.80000000000007,65,NA,5.80000000000007,NA,NA,NA,4.29999999999995,NA,NA,NA
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,38.4,0,2.8,1.5,10.4,2.8,2.44167716846195,0.404020543042488,0.404020543042488,0,1.40581412729627,0,0.699981411946967,9.49448276149847,12.9918184798103,0.554926629195897,0.110985325839179,0,8.60411124909849,69.0962319469649,1.10340033750193,12.4170963419302,3.11412448012334,4.20986866176036,9.37920367751017,1.10340033750193,4.78062678443715,1.36236609779335
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,27.2852719315794,0,2.66178880889938,3.39411498475533,8.42048693379266,3.66578777035064,0,0.892443521290016,0.892443521290016,0,0,0,0.892443521290016,20.9724227503154,6.47021552935262,0,0,0,9.03599065306141,94.9336795772254,0.55777720080626,20.9724227503154,6.47021552935262,5.13155024741759,5.3546611277401,0.55777720080626,3.12355232451506,0.55777720080626
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,38.6,0,3,1.3,9.9,3,3,0,0,0,0.5,NA,0.8,2.5,25.4,0,0,0,8.6,67.6,0,24.4,0.8,2.8,14,NA,2.5,NA
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0.762,4.318,2.286,NA,0.761999999999999,0.508000000000001,0,0,0.254,0,0,0,1.778,0,0.254,0,2.032,58.928,2.79400000000001,1.52399999999999,2.54000000000001,0,10.414,0,0.50800000000001,0,0
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,8.63146078343019,0,1.58375427218903,3.64263482603476,3.80101025325366,3.00913311715915,0,0.633501708875611,0.633501708875611,0,0,0,0.633501708875611,14.8872901585768,4.59288738934818,0,0,0,6.41420480236556,67.3887442816431,0.395938568047257,14.8872901585768,4.59288738934818,3.64263482603476,3.80101025325366,0.395938568047257,2.21725598106464,0.395938568047257
