"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2018.06.01","X2018.06.02","X2018.06.03","X2018.06.04","X2018.06.05","X2018.06.06","X2018.06.07","X2018.06.08","X2018.06.09","X2018.06.10","X2018.06.11","X2018.06.12","X2018.06.13","X2018.06.14","X2018.06.15","X2018.06.16","X2018.06.17","X2018.06.18","X2018.06.19","X2018.06.20","X2018.06.21","X2018.06.22","X2018.06.23","X2018.06.24","X2018.06.25","X2018.06.26","X2018.06.27","X2018.06.28","X2018.06.29","X2018.06.30"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0,0,0.54272571401192,0,0,0,1.95381257044291,0,0,0,1.62817714203576,0,0,0,0,0,1.08545142802384,0,0,0,0,0,0,0,1.08545142802384,0,0,0,0
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,0.5,0,0,0,1.8,0,0,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,1,0,0,0,1.5,0.8,0,0,0,0,1,0.8,0,0,0.5,0,0,0,0.8,0,0,0,1.3,7.6,0,0,0,0,4.1,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0,0,0,1.8,0,0,0,1,0,0,0,0,0,0,0,1.3,0,0.8,0,0,0,0,1.8,0,0,0,0,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0.3,0,0,0,0.3,0,1,0,0,0,0.5,0,0.5,0,0,0,0,0,1.5,0.5,0.3,0,0,0,0,0,0,0.5,0,0
3.23,"CAPTAIN COOK 2.9 SSE","CAPTAIN COOK 2.9 SSE","CoCoRaHS","BI",238,19.4594,-155.8938,"US1HIHI0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,0,0,0,0.5,0.3,0.3,5.1,2,0,0.5,0.3,0.5,1,1.8,0,1.8,1.8,0,NA,0,0,1.8,0.8
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0.200000000000017,2.79999999999998,0,2.30000000000001,6.09999999999999,0.300000000000011,7.09999999999999,4.29999999999998,0,0,0,3.80000000000001,0.800000000000011,0.5,6.30000000000001,1.59999999999997,0.199999999999989,0.300000000000011,0.699999999999989,1,1.10000000000002,1.19999999999999,0.800000000000011,1.30000000000001,0.699999999999989,0,6.60000000000002,4.09999999999997,1.5,2.60000000000002
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,1.62259751097629,0.224894460614907,1.82641272466047,0.164532763259392,3.5163604576243,0.520855329519386,0.213859574743472,3.32112341294539,0.337176603453671,0.337176603453671,0.197307245936319,0.0739902172261196,0.858917253711486,1.11051360826655,0.411166820679791,5.82491835752346,2.62493029480112,0,0,0.369951086130598,0.369951086130598,1.66804060386852,0.295960868904478,0.295960868904478,1.70177499620075,0.295960868904478,1.10340033750193,0.295960868904478,1.77576521342687,0.554926629195897
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,0.8,0.5,3.6,0.3,7.6,0.5,0.3,1.5,0.3,0.3,0,0,0,1.8,0.3,9.7,3.34666320483756,0,0,0,0,3,0,0,0,0,0.55777720080626,0,0,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0.8,0.5,2,0,6.9,0.3,0,1.3,0,0,0,0,NA,1.5,0,6.4,3,0,0,0,0.5,1,0,0,4.1,0,0,0,1.8,0.5
