"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,NA,4.8,NA,NA,NA,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2.8,NA,0,0,0,0,0,0.5,NA,NA
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,NA,4.1,5.8,5.8,NA,0,NA,10.7,3.8,0.3,0.5,3.8,3.8,NA,4.3,3,NA,NA,NA,1,NA,1.3,3.8,0,0.8,7.9,0,4.8,NA,NA,NA
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,NA,4.6,3.8,NA,6.9,0,6.1,3,8.1,2.8,0.3,2,NA,9.7,NA,10.7,2.3,NA,NA,NA,0.5,0,NA,0,0,0,1.5,0,0,0,5.1
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0.5,5.3,NA,NA,1.8,0,2.3,1.3,1,0.3,0.3,9.4,1.8,1.3,0.8,0.5,2.3,10.4,0,1.8,5.8,0.5,1.5,0,0,0,0,0,NA,0.8,NA
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,8.38200000000001,1.77800000000002,1.26999999999998,3.30199999999999,0.254000000000019,NA,NA,3.30200000000002,2.03200000000001,5.07999999999998,1.27000000000001,NA,1.26999999999998,8.636,2.03199999999998,6.85800000000006,NA,12.954,7.11199999999997,5.08000000000004,0.253999999999962,6.35000000000002,0.254000000000019,0,0,0,0,0,4.31799999999998,4.31799999999998,10.16
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,2.3,0,0,0,0,0,10.4,0,0,0,0,0,0,1,3.3,0,8.4,5.1,1.3,4.6,1.8,0,2.8,0,0,0,0,0,0,1.3,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0,0.254,0,2.54,NA,0,0,0,0,0,0,3.048,NA,0,NA,NA,0.762,0.762,1.524,0,NA,0,0,0,0,0,0,0.254,0
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,0.5,0,1.8,2.5,2.8,0.3,3.1397638898595,0,3,0.8,3.3,2.5,0,0.8,8.9,0.3,7.1,NA,0,9.4,2.5,0.3,5.8,0.5,0,0,0,0,0,8.1,0.3
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0.254000000000133,0.508000000000038,11.17602539125,0,0.762,6.34999999999991,0,0,0,2.03200000000015,NA,5.08000000000015,2.03199999999993,6.85800000000017,0.253999999999905,0,4.82600000000002,8.63599999999997,NA,NA,0,0,0,0,0,0,0,0.254000000000133,1.01599999999985,0.254000000000133,5.07999999999993
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3.8,0,0,0,0,0,0,0,0,0,NA,0
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0.183134789802851,0,0,0,0,0,2.3,0,0,0,0,0,0,0.339788364776943,2,0,5.20102803040096,NA,0,3.8,0.3,0,1,0,0,0,0,0,0,5.93356718961236,0
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,0,0,0,0,0.762000000000171,0,0,0,0,0,0,2.53999999999951,0,0,2.03200000000061,0,0,6.85799999999927,0.508000000000266,0,1.01600000000008,0,0,0,0,0,0,0,0,0
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.769229999477027,0.949600160755803,NA,NA,4.8073508138243,3,2.5,0.474800080377796,0.384614999738513,0,0,0,0,0,0,0,0
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,3.80999999999995,7.87400000000002,4.31799999999987,0.762000000000057,0,0.254000000000133,5.58799999999997,0.507999999999925,0.762000000000057,NA,1.77800000000002,NA,3.55600000000004,0.253999999999905,0.508000000000038,2.79399999999998,4.82600000000002,5.8420000000001,2.03199999999993,1.52400000000011,0,0,0,0,0,0,0,5.84199999999987,3.55600000000004,0.508000000000038,0.254000000000019
26.2,"KEALAKEKUA 26.2","GREENWELL ESTATE","COOP","BI",442,19.48975723,-155.9122125,"USC00513977",NA,NA,NA,NA,0.8,NA,2.11037878369539,3.51626107546144,0.937946126086883,0,1,11.7243265760854,12.896759233694,4.68973063043358,3.52049340986334,1.17243265760808,6.38094548437947,4.8,0.3,7.97254207173789,7.50356900869466,2.7181243944862,4.11508363403263,1.57878531040259,1,3.04832490978185,0,NA,3.5919497886793,12.4603136506634,0.524304589448652,2,1.41342468513282,0,0
27,"HONAUNAU 27","TANAKA S","COOP","BI",332,19.4403158,-155.8788789,"USC00511665",NA,NA,NA,NA,0.73580149755363,NA,NA,3.88014229703758,0,0,0.459875935971019,NA,NA,NA,3,NA,8.9,3.8,2.3,NA,NA,2.5,3,2.5,2.8,NA,NA,NA,1,13,0.8,5.1,1.3,NA,NA
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,0.50800000000072,10.1599999999999,2.28600000000006,1.01599999999962,6.09600000000046,0.253999999999905,0.253999999999905,10.4139999999998,7.8739999999998,8.63600000000042,NA,2.03200000000106,4.82599999999911,1.01600000000053,2.79399999999987,4.82600000000002,4.57199999999921,0,1.27000000000044,1.52400000000034,NA,1.52400000000034,0,NA,6.64720525813672,14.9860000000008,2.28600000000006,6.34999999999945,NA,0,0
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,0,8.42856316766262,2.28600000000006,3.04800000000023,2.03200000000015,0,0.253999999999905,12.7000000000003,13.9700000000003,5.07999999999947,4.09373762553324,1.26999999999953,7.8739999999998,0.508000000000266,0.762000000000171,8.63599999999997,8.12800000000016,2.47982677301573,3.55600000000004,1.94085664086817,0.5416089324015,3.30199999999968,0,NA,6.60399999999981,11.6840000000002,0,6.34999999999991,NA,0,0
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,0,0,0,0,0,2.0319999999997,0.25400000000036,0,0,0,0,0,0.507999999999811,0,0,1.01600000000053,0,0,6.85799999999927,0.254000000000815,0,0.253999999999451,0.253999999999905,0,0,0,0,0,0,0,0
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,0,0,0,0,0,1.52400000000011,0.253999999999905,0,0,0,0,0,2.53999999999996,0,0.254000000000133,0.253999999999905,0,0,2.03199999999993,0.508000000000266,0,0,0,0,0,0,0,0,0,0,0
