"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2023.02.01","X2023.02.02","X2023.02.03","X2023.02.04","X2023.02.05","X2023.02.06","X2023.02.07","X2023.02.08","X2023.02.09","X2023.02.10","X2023.02.11","X2023.02.12","X2023.02.13","X2023.02.14","X2023.02.15","X2023.02.16","X2023.02.17","X2023.02.18","X2023.02.19","X2023.02.20","X2023.02.21","X2023.02.22","X2023.02.23","X2023.02.24","X2023.02.25","X2023.02.26","X2023.02.27","X2023.02.28"
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,2.03200000000015,4.57200000000012,0,0,1.77800000000002,5.0799999999997,0.254000000000133,0,0,0,0,0.761999999999944,3.048,14.4780000000001,36.576,151.384,126.746,29.4639999999997,42.4180000000001,30.2259999999999,26.4160000000002,3.80999999999995,10.6679999999999,2.54000000000019,0,0,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0.254,0,0,0.508,0,6.858,0,0,0,0,0,1.27,0,11.938,20.574,65.024,27.94,37.338,20.574,18.796,17.018,0.762,0.508,0.762,0,0,0
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0,0,0,0,0,2.54000000000042,5.08,0,0,0,0,0,20.32,NA,2.54000000000042,45.72,300.228,217.678,14.732,17.526,8.89000000000004,4.318,5.33400000000006,6.60400000000004,1.77799999999996,0,0,0
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,2.79400000000001,0,0,0,0.762,3.048,12.446,0.254000000000019,0,0,0.253999999999991,0,0,5.08000000000001,0,32.258,175.514,85.8519999999999,5.33400000000006,61.722,24.384,2.53999999999996,0,1.524,0,0.254000000000019,0,0
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,0,0,0.253999999999998,0,0,0,1.27,0,0,0,2.794,0.253999999999998,21.844,0,0.254000000000005,6.60399999999999,58.674,104.394,1.26999999999995,NA,0,4.82600000000005,2.79399999999998,6.60399999999998,NA,1.26999999999998,1.77800000000002,4.82599999999996
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,0,0,8.89,4.826,0.253999999999998,0,0,0,8.12800000000001,0.253999999999991,0,10.668,3.55600000000001,0,0,0,22.098,19.558,15.24,5.58799999999999,0.253999999999991,3.81,10.2264696279029,7.92551396162478,17.384998367435,1.01600000000002,0.507999999999981,4.06399999999999
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,0.254000000000001,0,0.507999999999999,1.27,0,0,0,0,0,0.254000000000001,0,0,3.81,0,0,7.874,15.24,16.51,5.08000000000001,0,0.253999999999991,0,10.16,7.874,17.272,13.208,0.253999999999991,0
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,3.556,2.032,1.27,0,4.06400000000001,16.002,9.398,0,0,0,0.507999999999981,0,0,3.048,12.446,34.798,218.694,169.164,10.668,69.342,25.654,3.30200000000002,2.53999999999996,0.254000000000019,0,0,0,0
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,4.82600000000002,0.761999999999972,0.253999999999991,0,2.28600000000003,4.31800000000001,9.398,0.253999999999991,0,0,0.253999999999991,0,0,2.79400000000001,12.7,29.464,201.168,90.4240000000001,6.09599999999995,46.4819999999999,23.6220000000001,2.79399999999998,0.254000000000019,1.524,0,0,0,0
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,0,0,0.507999999999981,1.52399999999994,5.334,8.38200000000001,11.938,0,0.507999999999981,1.52399999999994,10.6680000000001,2.79399999999998,0.254000000000019,0.508000000000038,0.761999999999887,82.296,94.996,149.352,5.84199999999998,32.258,16.764,7.36599999999999,8.63599999999997,5.58800000000008,1.01600000000008,2.79399999999998,4.82599999999991,4.82599999999991
39,"Mauna Loa Observatory","NWS","ESRL/GMD","BI",3397,19.5362,-155.5763,"USC00516198","MOBH1",NA,NA,NA,0,0,0,0,6.604,1.016,1.016,0,0,0,0.508,0.762,0,NA,0.508,3.81,NA,61.468,4.572,0,0.254,0,0,0,0,0,0,0.254
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0,0,0.254000000000019,4.572,0,0,0,0,0,0,0,0.507999999999925,1.524,0,0,0,20.5740000000001,14.986,11.1759999999999,0,0,0,2.28600000000006,20.574,0.254000000000019,0,0,1.26999999999998
47,"KEMOKU LAVA FLOW","RAWS","RAWS","BI",1706.88,19.47555556,-155.3627778,"USR0000HKEA","KKUH1","FA4447E8",NA,NA,0,0,0,0,0.507999999999981,17.018,19.558,0.253999999999962,2.54000000000002,16.51,11.4299999999999,3.04800000000006,2.79399999999998,11.176,3.04800000000006,53.848,265.176,160.528,22.0980000000002,55.1180000000001,39.3699999999999,13.7159999999999,4.06400000000008,4.57200000000012,3.30199999999991,5.8420000000001,7.61999999999989,19.558
48,"PALI 2","RAWS","RAWS","BI",847.344,19.3175,-155.2922222,"USR0000HPAL","PLIH1","FA900222",NA,NA,0,0,0,0,0.762000000000008,5.58799999999999,18.288,0,1.524,3.048,5.33399999999999,0.254000000000005,0,8.38200000000001,17.526,45.974,179.324,114.3,8.38200000000001,45.7199999999999,26.162,4.3180000000001,0.761999999999944,0.507999999999925,1.77800000000002,1.01600000000008,2.03199999999993,1.01599999999996
63,"KALOKO-HONOKOHAU","RAWS","RAWS","BI",7.62,19.67277778,-156.0202778,NA,"KHOH1","FA667668",NA,NA,0,0,0.507999999999997,0,0,0,0,0,0,0,0,2.54,0,0,0,0.508000000000001,11.43,4.826,1.016,3.302,0.253999999999998,0.508000000000003,1.01599999999999,0,NA,0.762000000000015,0,0
68.21,"KAILUA KONA KE AHOLE AIRPORT","KAILUA KONA KE AHOLE AIRPORT","NWS","BI",27,19.73556,-156.04889,"USW00021510","PHKO",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1.27,0,NA,0,10.16,NA,2.794,1.016,0.762,5.588,7.112,0,0.508,3.048,0,0,0
70.16,"Waiaha Stream","NWS","HydroNet-UaNet","BI",460.5528,19.6331997,-155.9486,NA,"WIHH1","9321011E",NA,NA,0,1.524,9.398,1.27,0,0,0,0.254000000000005,3.04800000000002,4.06399999999998,0,19.304,4.57199999999999,0,0,12.7,9.90600000000001,10.922,5.08000000000001,3.80999999999997,0,1.77800000000002,14.478,2.79399999999998,19.460217352727,2.286,6.09599999999998,0
75.1,"PTA KIPUKA ALALA","RAWS","RAWS","BI",1641.348,19.66694444,-155.7077778,"USR0000HPTK","PKAH1","32666200",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1.27,14.224,0,0,0,14.224,31.75,22.606,1.77800000000001,1.27,NA,0,3.556,0,0,0,0
79.6,"Kulani NWR","NWS","HydroNet-UaNet","BI",1623.3648,19.5543995,-155.3089,NA,"KNWH1",NA,NA,NA,25.146,1.24357607641268,0.254,3.048,25.146,29.718,36.322,5.08,31.496,38.1,44.196,13.97,5.588,9.67947291396691,0.508,34.036,131.259330109075,102.108,30.734,53.848,47.498,24.638,24.384,34.036,35.56,36.576,45.466,62.992
83,"QuarryRainGageatSaddleRd","USGS","USGS","BI",1286.256,19.68586111,-155.2942222,NA,"SDQH1","DDF6B6E4",NA,NA,0.507999999999981,5.07999999999998,0,6.60400000000004,16.002,29.21,45.974,8.38199999999995,34.0360000000001,52.3240000000001,83.058,28.4479999999999,3.30200000000013,7.61999999999989,6.096,28.4480000000001,102.362,72.644,31.242,76.4539999999998,55.8800000000001,39.624,36.8299999999999,64.008,68.0720000000001,32.0039999999999,56.3879999999999,94.2340000000002
85.2,"Waiakea Uka","NWS","HydroNet-UaNet","BI",303.8856,19.6585999,-155.1277,"USC00519084","WKAH1",NA,NA,NA,0.254,0,0,11.43,32.004,29.718,37.592,9.144,23.876,19.812,76.962,90.932,12.446,12.3696340514868,0,23.368,133.220896650557,133.096,41.402,61.214,35.814,34.544,54.61,47.752,25.146,37.338,62.738,69.088
87,"HILO INTERNATIONAL AIRPORT 87","NWS","HydroNet-UaNet","BI",11.6,19.7191,-155.053,"USW00021504","PHTO",NA,NA,NA,0,0,0.254,11.43,11.176,15.494,25.908,3.556,10.414,7.62,83.566,100.076,21.59,10.3005591162091,0.762,29.21,110.936969982431,238.506,15.24,22.606,15.24,21.336,26.67,36.068,2.032,13.716,16.256,21.844
88.8,"Waiakea Exp Farm","UNIV HAWAII","STATE","BI",183,19.644743,-155.0805636,NA,"WEXH1","CD07410A",NA,NA,0,0,NA,10.414,44.196,NA,31.242,7.366,20.574,9.906,62.23,99.314,25.654,NA,0.508,26.162,NA,223.52,33.782,49.022,47.244,26.924,53.086,27.94,8.89,21.59,24.13,72.39
89.11,"Piihonua","NWS","HydroNet-UaNet","BI",296.8752,19.7098007,-155.1395,"USC00518053","PIIH1",NA,NA,NA,0,0,0,15.748,32.512,28.448,43.434,10.414,21.082,20.066,85.598,75.946,14.224,11.513717651432,0.254,16.002,124.002681317864,104.648,18.9367624611796,85.344,50.546,54.61,68.326,60.452,24.892,25.4,59.436,76.708
