"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2019.06.01","X2019.06.02","X2019.06.03","X2019.06.04","X2019.06.05","X2019.06.06","X2019.06.07","X2019.06.08","X2019.06.09","X2019.06.10","X2019.06.11","X2019.06.12","X2019.06.13","X2019.06.14","X2019.06.15","X2019.06.16","X2019.06.17","X2019.06.18","X2019.06.19","X2019.06.20","X2019.06.21","X2019.06.22","X2019.06.23","X2019.06.24","X2019.06.25","X2019.06.26","X2019.06.27","X2019.06.28","X2019.06.29","X2019.06.30"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1.08545142802384,0,0,0,0,0,0,0,0,1.95381257044291,0,0,0,0,0,4.99307656890966,0,0,3.58198971247867,6.29561828253827,3.90762514088582,0
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,4.6,0,0,3.3,5.8,3.6,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,0.5,2,0,2.8,0,2.5,1.3,0,0,0.3,5.1,9.4,0.5,0,0,0,0,0,0.3,0,0,0,4.3,3.6,0,0,13.5,0,2.8
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,1.5,12.7,5.1,0,0,0,0,0,1,0,4.3,0,14.5,0,0,0,0.3,0,0,0,0,0,0,3,2.8,1.3,0,0,0,8.1
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0,0.5,0,0,0,0,1,1,0,3.3,5.6,1.3,0.5,0.8,0.3,3,0,0,0,0,0,0,0,3.6,7.6,0.5,0,0,5.8,1.5
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,9.90000000000001,19.6,1.5,8.69999999999999,6,2.30000000000001,1,3.89999999999998,3.80000000000001,3.5,4.59999999999997,2.80000000000001,14.5,0.199999999999989,6.90000000000003,0.199999999999989,1.60000000000002,3.5,0.5,4.79999999999996,1.10000000000002,0,0,0,1.19999999999999,0,7.90000000000003,6.09999999999997,1.80000000000001,10.4
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,1.5,2,1.5,8.4,1.3,5.1,2.5,0,3,1.8,3,2.5,0,0,0,17,2.8,1,0,0,0,0,1.8,0.3,1,4.1,3,5.6,1.5,4.3
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,0.82833986104653,1.10445314806204,1.10722846144966,9.88180890943941,2.39122614865911,6.38612961271827,1.38056643507755,0,1.65667972209306,2.66733943567462,3.6646776449956,2.10567679612569,0.167333160241878,0,0,9.66674035893047,1.54623440728686,2.39289133669168,0,0,0,0,1.98801566651167,0.331335944418612,1.83511413588542,4.27212687642972,5.22645380725312,7.88935274150755,1.94389426265905,3.49012866994591
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,1.3,3,1,7.1,0.5,3.8,2.8,0,3.8,2,3,2.8,0.5,0,0,14.5,2.5,1,0,NA,0,0,1.5,0.3,1,4.1,NA,3.8,1.5,4.1
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0.508000000000003,0,0,5.588,1.27,0.762,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,0,0,0.395938568047257,7.44364507928842,2.37563140828354,5.06801367100488,0,0,0,2.37563140828354,2.85075768994025,1.02944027692287,0.237563140828354,0,0,0.395938568047257,0,2.61319454911189,0,0,0,NA,NA,NA,1.82131741301738,2.85075768994025,5.06801367100488,6.81014337041281,1.58375427218903,1.58375427218903
6,"KIOLAKAA A&F 6","STATE DIV FTRY","COOP","BI",587,19.07032619,-155.6355484,"USC00514625",NA,NA,NA,NA,0,0,0.573249903785765,10.7770981911724,3.43949942271459,7.33759876845779,0,0,0,3.43949942271459,4.12739930725751,1.49044974984299,0.343949942271459,0,0,0.573249903785765,0,3.78344936498605,0,0,0,NA,NA,NA,2.63694955741452,4.12739930725751,7.33759876845779,9.85989834511516,2.29299961514306,2.29299961514306
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,1.5,8.9,8.6,9.7,2.3,8.9,2.3,1,6.1,3.3,4.8,6.6,2.5,9.1,0.8,7.9,0.3,2,3,0.8,2.3,0.8,0.5,0,1,2.3,1,7.9,6.6,2
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",710.4888,19.34805556,-155.1258333,NA,"AHMH1","32D64524",NA,NA,5.08,8.13,0,7.62,1.52,0,0,4.07000000000001,1.27,2.78999999999999,1.27000000000001,0,3.56,0,7.86999999999999,0.510000000000005,0,0,0,0.25,0,0,3.52,0,0.299999999999997,0,0,2,0.800000000000011,6.09999999999999
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0,0,0,4.1,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,2.8,0,0,8.1,3
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0,0,0.5,9.4,3,6.4,0,0,0,3,3.6,1.3,0.3,0,0,0.5,0,3.3,0,0,0,7.56698862740977,0.716119059950013,0.0990048666802409,2.3,3.6,6.4,8.6,2,2
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,0,0,7.112,1.016,3.302,4.826,3.048,24.384,14.986,12.7,2.286,0.254,0,0.508,0.254,0.762,0,0,0,0.254,8.636,0.762,4.318,9.906,0.254,12.954,2.032,10.414,8.128
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,0,0,0.192307499869257,7.1,0,0,5.1,1.42440024113328,11.3952019290662,9.40406029654127,7.31961500378063,1.56829968051002,5.8,0.3,0.237400040188879,0.311007519963696,0.356100060283319,0.3,0,0,0,18.8123043468686,0.534150090424979,3.02685051240821,4.6,8.4,4.6,7.1,9.24307521806538,5.90361004794959
21.4,"HAWAIIAN OCEAN VIEW 1.7 NNE, HI US","CoCoRaHs","CoCoRaHs","BI",733.03,19.0908,-155.7552,"US1HIHI0059",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.3,4.6,0.8,1,0.8,8.6,8.1
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,4.80000000000001,23.9,0.5,17.5000000000001,1.79999999999995,0.200000000000045,1.09999999999991,1,2.80000000000007,10.6,1.59999999999991,1,3.5,0,0,3.60000000000002,0,0,0.5,0,0,0,0,0.5,2.30000000000007,0.199999999999932,1.30000000000007,4.79999999999995,3.29999999999995,13.2
24.1,"OPIHIHALE 2 24.1","TRUMAN LORNA","COOP","BI",396,19.27032215,-155.8738768,"USC00517166",NA,NA,NA,NA,0,0.5,1.3,0.8,0,0,0.5,2.8,0,0,6.6,7.6,11.2,0.8,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.2,"KEALAKEKUA 26.2","GREENWELL ESTATE","COOP","BI",442,19.48975723,-155.9122125,"USC00513977",NA,NA,NA,NA,1.40691918913022,11.2553535130418,9.61394779238984,11.7422973841804,1.04992384986756,1.48157100498405,0.351729797282555,2.02519588388129,2.81383837826044,0.70345959456511,4.37532674107843,13.9281008236858,0.234486531521703,0.54362487889724,12.3478688128163,10.7863804499984,0,0.163087463669172,2.81383837826044,28.5114985241596,0.27181243944862,0.54362487889724,3.51729797282555,4.64713918052705,3.48121201892114,0,3.6345412385864,8.1644371533526,18.2899494586929,6.56562288260769
27,"HONAUNAU 27","TANAKA S","COOP","BI",332,19.4403158,-155.8788789,"USC00511665",NA,NA,NA,NA,0,NA,NA,21.6,1.5,1,0,2,NA,NA,0.5,15.7,0,1,0.5,NA,NA,0.3,0,51.8,0.5,1,NA,1,3.6,0,0,1,NA,NA
27.4,"PUUHONUA O HONA 27.4","HAW NATL HSTL PA","COOP","BI",5,19.4184,-155.9112,"USC00518552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7,9.7,7.4,27.9,0,0,0,1.3,0,0,7.6,0,0,1.3,0,0,0,0,0.8,NA,NA,NA
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,2.54,3.048,8.636,2.286,1.016,0.508,0,2.794,0.254,1.016,23.368,2.794,1.016,0,7.112,22.352,0,0,13.462,4.064,0.508,0,0.508,4.318,0.254,0.254,16.256,9.398,30.988,4.318
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,3.048,12.192,10.414,0,0.508,2.032,0.762,2.032,3.048,0.762,8.89,11.684,0.508,0,26.162,11.684,0,0,6.096,0.762,0,0,3.81,8.89,3.302,0,7.874,16.51,19.812,7.112
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,0.254,0,0,4.572,0,4.064,7.112,11.684,9.144,14.732,6.35,0.508,0.254,0,4.318,4.318,0.508,0,0,0,3.81,9.398,1.27,3.048,7.112,1.27,8.89,8.636,2.032,6.35
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,0,0,0.199999999999989,3.80000000000001,0,6.89999999999998,9.10000000000002,8.19999999999999,18.8,6.60000000000002,1.19999999999993,0,0,0,1.80000000000007,0,1,0,0,0,2.79999999999995,9.39999999999998,0.5,2.80000000000007,7.39999999999998,0.200000000000045,4.89999999999998,0.199999999999932,0.300000000000068,1.79999999999995
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,2.03200000000004,2.30000000000001,0.800000000000011,8.12800000000004,7.61999999999989,0,0,0,1,0.253999999999962,0,0,0,0,0.300000000000011,0,2.80000000000001,1,0,0,0,0,0,0,0,7.11200000000002,22.86,5.58800000000002,1.20000000000005,0.5
39,"Mauna Loa Observatory","NWS","ESRL/GMD","BI",3397,19.5362,-155.5763,"USC00516198","MOBH1",NA,NA,NA,NA,NA,NA,0,1.8,5.1,0.3,NA,NA,NA,0.5,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,6.9,NA,NA
39.1,"Mauna Loa Upper","NWS","STATE","BI",3341,19.53863295,-155.5722206,NA,NA,NA,NA,NA,NA,NA,NA,0,1.40926417458474,3.99291516132342,0.234877362430789,NA,NA,NA,0.391462270717982,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,5.40217933590815,NA,NA
39.2,"MAUNA LOA 5 NNE","MAUNA LOA 5 NNE","USCRN","BI",3398,19.5354,-155.576,"USW00021514","MLBH1","CD07379A",NA,NA,0,3.4,0,1.5,4.4,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,2.4,0.3,0,0,0,0,5.9,0,0,0
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"KEMOKU LAVA FLOW","RAWS","RAWS","BI",1706.88,19.47555556,-155.3627778,"USR0000HKEA","KKUH1","FA4447E8",NA,NA,1.01599999999996,1.01600000000002,0,17.526,5.334,0.254000000000019,0,1.524,2.03199999999998,0.508000000000038,0,0,0,0,1.26999999999992,0,1.01600000000002,0,0,0,0,2.286,1.52400000000006,0.253999999999962,2.286,1.26999999999998,2.28600000000006,0.253999999999962,0.254000000000019,1.77800000000002
48,"PALI 2","RAWS","RAWS","BI",847.344,19.3175,-155.2922222,"USR0000HPAL","PLIH1","FA900222",NA,NA,0.799999999999955,0,1,5.60000000000002,0.299999999999955,0,0,0,0.200000000000045,0.5,0.299999999999955,0,0,0,0,0,1,0,0,0,3.80000000000007,0.799999999999955,0,0.700000000000045,1.59999999999991,1.70000000000005,4.10000000000002,0,0,0.799999999999955
49,"KEAUMO","RAWS","RAWS","BI",1682.496,19.47361111,-155.3588889,"USR0000HKMO","HKMO",NA,NA,NA,1,1.10000000000002,2.79999999999995,14.7,5.29999999999995,0,0,2,1.5,0.5,0,0,0,0,1.30000000000001,0,1,0,0,0,0.300000000000011,2,1.80000000000001,0,2.29999999999995,1.20000000000005,2.29999999999995,0.300000000000011,0.199999999999989,1.80000000000001
