"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,9.4,7.4,NA,NA,9.7,2,0.5,0,0,0,NA,0.8,NA,1.3,NA,NA,0,NA,NA,NA
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,1,0.5,2,NA,0.5,NA,0.5,2,0,0,NA,3,NA,1,2.3,5.6,2,0.8,0,10.2,2,4.6
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0.3,NA,0.8,NA,2.3,2.3,0.3,0,0.5,NA,NA,NA,4.8,NA,NA,1.3,0,0,2,0,NA,NA,NA,3.3,NA,3.3,0,5.1,6.1,NA
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,NA,3.6,0.3,0.5,0.5,NA,9.4,0.3,6.4,0.8,11.9,5.8,8.4,6.9,1.5,6.6,2,0.8,0,0.3,NA,7.6,NA,1,0.5,NA,0,5.6,NA,9.7
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,4.06400000000008,1.52399999999989,4.82600000000002,5.58799999999997,5.8420000000001,8.38199999999995,0.254000000000019,4.82600000000002,5.07999999999993,4.06400000000008,3.55600000000004,0.76199999999983,NA,8.63599999999997,NA,6.35000000000002,4.31799999999987,NA,0,0,7.62,NA,3.556,8.636,4.826,0.253999999999998,0.508000000000003,4.318,0.254000000000001,5.334
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,3.8,4.3,0.5,0.3,2.5,0,1,0,0,0.3,1.3,1.5,0,2,0,3.3,0,3.3,0,0,0,8.6,0,3.4035499924015,2.8,1,0,0,1.8,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,3.6,3.8,1.3,0,2.3,0,1,0,0,NA,1.8,2,0.3,2.8,0,6.4,0.5,4.1,0,0,0,9.7,0,NA,1.8,1,0,0,2.3,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,1.778,NA,0,0,NA,0,0,0,0,0.508,1.27,2.032,0.508,0,0.254,NA,1.016,NA,0,0,1.778,NA,0,NA,0.762,0,0,1.27,1.27,0
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,3.6,0.5,0.675765011571685,5.6,6.4,1.5,7.6,5.1,4.6,3.8,5.6,7.6,9.7,2.70306004628674,0,2.91258190554732,1.3,4.6,0.5,0,0,9.4,0.8,4.6,4.6,4.6,0.5,0,6.1,0
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0.762,0.253999999999991,3.048,5.08000183105468,8.89000000000004,3.30199999999996,0.507999999999981,1.77800000000002,1.01599123027344,1.77799999999999,2.53999999999999,NA,2.28600000000006,0.761999999999972,0.761999999999972,0.762000000000029,2.03200000000001,0.507999999999981,NA,0.254000000000019,2.03199999999998,0.50800000000001,1.27000000000001,NA,0,0,0,0.254000000000019,1.01600000000002,2.79399999999998
