"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2022.09.01","X2022.09.02","X2022.09.03","X2022.09.04","X2022.09.05","X2022.09.06","X2022.09.07","X2022.09.08","X2022.09.09","X2022.09.10","X2022.09.11","X2022.09.12","X2022.09.13","X2022.09.14","X2022.09.15","X2022.09.16","X2022.09.17","X2022.09.18","X2022.09.19","X2022.09.20","X2022.09.21","X2022.09.22","X2022.09.23","X2022.09.24","X2022.09.25","X2022.09.26","X2022.09.27","X2022.09.28","X2022.09.29","X2022.09.30"
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,13.716,0,3.30200000000002,0.761999999999944,0.761999999999944,2.28600000000017,0.253999999999905,0,11.938,5.08000000000004,1.01599999999996,0.507999999999925,12.954,3.55599999999993,0.762000000000057,0,0,7.36599999999999,11.6840000000001,1.2700000000001,4.31799999999987,1.77800000000002,0,0,0.254000000000133,0.253999999999905,1.524,1.52399999999989,6.60400000000016,1.01599999999996
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0.762,0,0.762,0,0,0,0,1.778,0,0,0,0,0,0,0,0.762,0.508,0,0,1.016,0,0.762,0.508,0,0,0,0,0.762
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,1.52400000000011,0,5.33399999999983,0,1.01600000000008,0,0,0,5.33399999999983,1.77800000000025,1.26999999999975,1.26999999999998,4.826,2.54,0.761999999999944,0.254,0,10.1600000000001,4.57200000000012,0,2.28599999999983,0.761999999999944,0.508000000000266,1.52399999999966,0.508000000000266,0,0.253999999999905,0,0,0.508000000000266
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,0,1.524,0.254000000000001,0,0,1.524,0,5.842,28.194,2.03199999999999,0.254000000000005,0,22.86,4.318,1.77800000000001,0,0.253999999999991,0,0,0.254000000000005,0,0.50800000000001,23.368,7.11200000000001,0,0,0,0,0.507999999999981
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,0.254000000000019,0,0.254000000000019,1.01599999999996,0,0,4.82600000000002,0.254000000000019,7.87399999999997,1.01600000000002,0.254000000000019,0.761999999999944,2.79399999999998,1.77800000000002,1.77800000000002,1.01599999999996,0.254000000000019,15.748,1.52399999999994,1.01599999999996,0.762000000000057,2.54000000000002,0.761999999999944,4.82600000000002,9.14400000000001,1.52399999999994,1.27000000000004,0.507999999999981,0,0
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,0,0,0,0,0.507999999999811,1.77800000000025,0.254000000000815,1.26999999999862,1.77800000000025,0,0,7.8739999999998,0.254,0,0,19.558,0,1.778,1.27,3.302,10.668,5.08,0,15.24,73.914,10.16,6.34999999999999,3.30199999999999,0,9.14400000000001
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,4.06400000000002,0.253999999999962,0,28.448,5.84200000000004,5.84199999999998,0,2.53999999999996,0.507999999999981,20.32,0,5.84200000000004,0.254000000000019,0,0,43.18,0,6.60399999999993,1.01600000000008,0,2.79399999999998,3.048,0,8.38200000000001,66.04,31.242,3.30200000000002,0.508000000000038,0,2.53999999999996
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,0,0,7.11199999999999,0.254000000000019,0,0,0,0,2.28599999999997,20.32,14.224,0,0,15.4940000000001,7.87399999999997,5.07999999999998,0.254000000000019,2.03199999999998,0,0,7.87399999999997,1.77800000000002,4.06400000000002,5.08000000000004,9.39799999999997,0,0,0,1.01600000000002,0.253999999999962
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,0,0,2.54000000000002,0,0,0,0,0,2.03199999999998,22.352,18.7959999999999,0.254000000000076,0,20.32,5.07999999999998,4.82600000000002,0.253999999999962,1.27000000000004,0,0,1.52399999999994,0.254000000000019,1.01600000000002,1.52399999999994,8.38200000000006,0.253999999999962,0,0,5.08000000000004,0
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,0,0,0.254,0,0,0,0,0,0,0,0,0,NA,0,2.54,0,0.254000000000001,3.302,0,0,0,1.778,5.334,2.286,8.128,0,0,0,9.906,5.334
