"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,NA,NA,0.8,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,7.9,6.6,5.3,NA,NA,NA,NA,NA,3.8,0,6.4,NA,NA
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,6.4,2,1.5,2,NA,4.3,NA,6.1,0.5,NA,1,0.3,2.8,0,0,0,1.3,2.3,NA,NA,8.9,NA,2.3,NA,1.3,NA,2,NA,3
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,NA,2,0.8,0,0,0,10.7,NA,NA,3.3,0,1.8,2,NA,0,0,0,0.5,2.5,1.8,5.1,2,NA,2.5,NA,NA,0,7.9,NA,5.1
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,2.3,0,0.5,0.8,0,0,1.8,1,0.5,NA,0,0.5,0.3,1.3,0.5,0.3,0.5,0.8,8.6,NA,8.4,1,3.3,NA,NA,3,0.5,5.8,0.8,NA
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0.253999999999991,0.253999999999991,0.50800000000001,0,0.254000000000019,6.09599999999998,NA,5.58799999999999,0.253999999999991,4.31800000000001,0,0.507999999999981,NA,4.572,0,5.07999999999998,7.11200000000002,2.03200000000001,4.82599999999996,NA,NA,5.58800000000002,NA,4.06399999999996,2.03200000000004,3.30200000000002,1.01599999999996,4.06400000000002,10.922,8.12800000000004
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3.3,10.9,0,2.3,7.9,4.3,8.6,1.8,NA,2.5,10.2
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0.254,0,0,0,0,0,2.794,10.414,0,0,0,2.54,0.762,0,0,0,0,NA,0.254,4.826,NA,0,0,NA,1.778,0.254,0.254,NA,2.286,4.572
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,3.6,1.8,1.3,0.5,0.3,0.3,7.4,1.3,0,1,3.8,3.6,4.3,0.68255736736076,5.1,0,3.3,6.4,0.3,5.3,13.2416129267987,1.5,6.9,NA,3.8,6.9,1.5,3.8,7.4,14.2
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0,0,0,0,0,10.4139709472656,1.524,1.27000000000004,0,0,0,0,0.762,0,0,0,1.524,0.507999999999981,3.81002808164064,6.096,NA,NA,1.524,2.54000000000002,NA,0.254000000000019,0,0,3.55596923828125,0.254000000000019
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,7.1,0,0,0,0,0,2.15917437519643,4.59184435850693,0,0,0,1.29550462511786,0,0,0,0,0,0,0,7.6,7.6,0,0,NA,13.2,6.4,0,0,0,0
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,5.42893790384511,0.5,0,0,0,0,2.5,10.2,0,0,0,1.5,0,0.5,0,0,0.805793075132543,2.3,0,7.4,9.7,0,1.77150681957857,NA,6.4,5.3,0.5,0.5,1.95137451504203,3.90068578722901
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0.253999999999962,0.254000000000019,0,0,0,0,0,0.254000000000019,0,0,0,1.524,0.253999999999962,0,0,2.286,0,1.01600000000002,2.63025255728054,NA,6.096,2.286,0.253999999999962,7.13080424547688,6.60399999999998,1.26999999999998,3.04800000000006,1.01599999999996,0.762,0.761999999999944
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,4.92077691949087,0.311007519963705,0.5,0,0,0,1.44230624901942,0.5,0,0,0,1.93368393026161,0.178050030141633,0.192307499869257,0,0.3,0,0.3,0,9.34594823780936,9.96404714020471,4.8,0.3,NA,11.4260459047641,5.48204899738069,1.61670774100256,0.667107580246997,0.5,1.5
