"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28"
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,2.79400000000001,0.254000000000019,3.81,9.14399999999998,0.254000000000019,0,0,0,10.16,0,1.52400000000006,0,6.85799999999995,4.06400000000002,1.77800000000002,1.26999999999998,3.81,13.208,0,6.858,14.224,2.286,6.096,5.58800000000002,0,0.762,3.81,1.26999999999998
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,1.778,6.858,18.542,0,0,0,0,0,0,0.508,0,0,1.524,3.048,3.302,0.254,4.826,0,4.064,3.048,0,0,5.842,6.604,0,1.778,0
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,5.08000000000038,2.53999999999996,0,0,NA,NA,0,NA,0,0,0,0,NA,7.61999999999989,0,0,NA,2.53999999999996,NA,0,5.07999999999993,NA,12.7000000000003,5.07999999999993,0,2.53999999999996,5.07999999999993,7.61999999999989
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,1.77800000000025,0,3.80999999999949,0,0,0,0,0,7.87400000000071,0,0,0,1.01599999999962,0,1.77800000000025,5.58799999999974,1.52399999999943,7.11200000000008,0,1.27000000000044,1.26999999999953,0,0,0,0.254000000000815,11.1759999999995,2.03200000000015,0
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,3.30199999999999,0,1.77799999999999,0,0,0,0,0,0,0,0,0,0.50800000000001,0,0,0.254000000000005,2.032,6.604,0.762,0.253999999999991,4.572,1.01599999999999,0,0.254000000000019,0,0,6.09599999999999,2.032
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,0.507999999998901,0,0.50800000000163,4.31799999999839,0,0,0,0,0,0,0,0,0,6.60400000000027,0,2.03200000000106,0.253999999999905,32.7659999999987,5.58800000000065,1.27000000000044,5.07999999999993,4.57200000000012,0,6.34999999999945,0,0.761999999999716,1.27000000000044,8.38199999999961
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,6.09599999999955,0,3.04799999999977,4.82600000000002,0,0,0,0,0,0,0,0,0,0,1.27000000000044,4.06400000000031,0,29.9719999999998,4.06400000000031,0,6.85800000000017,5.07999999999902,0,0.50800000000072,0,1.01599999999962,0.761999999999716,2.53999999999996
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,0,0,3.30199999999968,0,0,0,0,0,2.28600000000006,0,0,0,2.03200000000015,0,1.77800000000025,7.11200000000008,0.507999999999811,7.11199999999917,0,2.03200000000106,2.03199999999924,0.254000000000815,0,1.77799999999934,0.762000000000626,0,0.761999999999716,0
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,0,0,4.06400000000002,0,0,0,0,0,2.286,0,0,0,2.79399999999998,0.253999999999962,2.79400000000004,4.31799999999998,0.254000000000019,4.31799999999998,0,1.77799999999996,0.762000000000057,0,0,2.03199999999998,1.524,1.01600000000002,0.507999999999981,0
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,0,8.12799999999993,8.63599999999997,0,0,0,0,0,0,0,0,0,13.2080000000001,4.06399999999996,0.762000000000057,0.507999999999925,0.508000000000038,10.414,0.508000000000038,6.85799999999995,8.12800000000004,0.508000000000038,3.55599999999981,9.90600000000006,4.572,7.11199999999997,26.6700000000001,13.4620000000001
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0,0,0,12.954,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31799999999998,0.507999999999811,0,0,0.254000000000133,0,0,0,0,0,0
