"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2019.10.01","X2019.10.02","X2019.10.03","X2019.10.04","X2019.10.05","X2019.10.06","X2019.10.07","X2019.10.08","X2019.10.09","X2019.10.10","X2019.10.11","X2019.10.12","X2019.10.13","X2019.10.14","X2019.10.15","X2019.10.16","X2019.10.17","X2019.10.18","X2019.10.19","X2019.10.20","X2019.10.21","X2019.10.22","X2019.10.23","X2019.10.24","X2019.10.25","X2019.10.26","X2019.10.27","X2019.10.28","X2019.10.29","X2019.10.30","X2019.10.31"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,1.62817714203576,0,0,0,0,0,0,0,0,15.4134102779385,6.62125371094542,0,0,0,0,0,3.90762514088582,0,0,0,0,0,0,0,1.41108685643099,0,0,0,13.7852331359028,3.90762514088582,0
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,1.5,0,0,0,0,0,0,0,0,14.2,6.1,0,0,0,0,0,3.6,0,0,0,0,0,0,0,1.3,0,0,0,12.7,3.6,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,21.3,0,0,2.3,0,1.3,1.8,0,0,0,13.5,0.3,0,0,3.6,14,0.8,26.4,27.7,0.5,1.3,0,0,0,6.1,0,6.4,0.5,1.5,41.9,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,11.7,1.5,1.3,0,0,0,2.8,0,0,0,17,0,0,9.9,0.8,1.5,7.6,9.4,5.8,0,4.1,2.8,0,0,0,0,0,17.8,2.3,50.8,0.3
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,5.8,0.5,1,0,0,0,4.6,0,0,0.5,21.8,1.5,0,0,0.8,1.5,0,0,0,0,0.5,0,0,0,2.8,0.5,2.8,0.8,0.8,13.7,0.5
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,3.55,0,0.5,0.5,0.76,2.79,0,0,4.31,24.87,14.96,0,3.56,13.71,3.81,6.6,6.33,3.3,5.83,5.82,1.52,1.27,4.28,0,5.34,3.28,8.11,6.08,18.29,0.51,0
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0,0,1,0.8,0,10.7,0,0,0,5.1,25.7,0.3,0,0,0.5,0.3,0.8,0.3,0.739902172261196,10.4,0.8,2.5,7.6,0.5,0,4.6,1,1.8,0.3,36.1,0.3
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,0,0,0.55222657403102,0.441781259224816,0,8.86504350640509,0,0,0,7.33435085408891,31.2044275771881,0.165667972209306,0,0,0.27611328701551,0.165667972209306,0.441781259224816,0.165667972209306,0,14.2213698221778,0.609114419466694,1.82678819572256,6.48380848594142,0.27611328701551,0,5.08048448108538,1.10445314806204,1.98801566651167,0.165667972209306,46.2624632005753,0.723445173015566
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,17,0.5,0,0.5,0,0,0,0,0,7.4,2.8,0.5,6.9,0.5,0,3,1.3,1.5,0.5,34.5,0.5
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,NA,0,17.78,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,3.556,NA,NA,0,NA,0,0.508,NA,0,0,20.066,NA,0
