"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,0,0.5,0,0,0,NA,NA,0.3,3.8,0,0,NA,NA,NA,7.6,NA,NA,0,0,0,0,73.2,NA,0.3,NA,0,0.5,NA
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,0,0,0,0,0,1,0,7.1,NA,NA,NA,0,NA,1,5.3,1.3,9.9,12.4,3,0,0.5,0,0,NA,28.4,0.3,3,0,0,5.8
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0.8,0,0,0,0,0,NA,NA,0,NA,0,NA,0.8,NA,NA,NA,18.5,2.3,0,0.8,0,0,NA,37.3,5.8,5.1,0,0,0.5
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,1.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1.3,NA,NA,0.8,10.9,NA,NA,NA,0,0,NA,NA,67.6,0.5,0.5,0,0.5,NA
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0.254028334375,NA,0.254000000000019,5.84199999999987,0.254000000000133,4.57199999999989,3.04800000000012,2.79399999999998,0.507999999999925,5.8420000000001,4.82600000000002,NA,2.5400390625,NA,3.30200000000002,5.33400000000006,1.77800000000002,18.2879999999999,16.2560000000001,2.54000000000008,NA,0.254,0,2.032,150.114,52.07,NA,0.253999999999991,NA,1.01599999999999,NA
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0,0,0,0,4.8,0.5,0,0,3,1,2.3,0,0,0,0,1.3,3.3,11.4,29.2,2.5,1.5,0,0,0,91.7,118.9,8.1,1.8,0,6.6,0.8
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0,0,0,0,5.3,0.5,0,0,4.3,1,2,0,0,0,0,1,3.6,12.2,26.4,2.3,1.3,NA,0,NA,83.3,112.3,8.1,1.8,0,NA,1.3
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0,1.778,0.254,0,0,0,2.794,NA,0.508,NA,0,NA,1.016,2.54,7.366,15.494,NA,1.778,0,0,0,2.032,175.768,NA,NA,NA,2.54,NA,0
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,0.8,0,1.5,0,3,1,4.1,1.3,8.1,3.3,8.1,1.3,0.5,4.6,0.5,1.5,5.3,15.4074422638344,30.6532562156654,7.6,0.5,0,0.3,0.5,84.6,145.8,9.63729653463128,10.9,0.5,0.8,9.9
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,NA,0,0,0,0,0,0,0,3.30199999999991,0,NA,NA,0.2540283203125,NA,0.761999999999716,1.270019540625,2.53999999999996,NA,NA,1.52399999999966,0,0,0,1.52400000000011,167.132,55.8800000000001,15.2400000000002,0,NA,0,5.07999999999993
