"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2021.10.01","X2021.10.02","X2021.10.03","X2021.10.04","X2021.10.05","X2021.10.06","X2021.10.07","X2021.10.08","X2021.10.09","X2021.10.10","X2021.10.11","X2021.10.12","X2021.10.13","X2021.10.14","X2021.10.15","X2021.10.16","X2021.10.17","X2021.10.18","X2021.10.19","X2021.10.20","X2021.10.21","X2021.10.22","X2021.10.23","X2021.10.24","X2021.10.25","X2021.10.26","X2021.10.27","X2021.10.28","X2021.10.29","X2021.10.30","X2021.10.31"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,0,0,0.8,0,0,0,0,0.5,0,0,NA,0,0.8,0.5,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3.3,0,0,NA,0,0,0,0,0,0,0,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0,0.8,0.8,0.5,NA,0.5,0.3,0,0,0,1,NA,0.3,NA,0.3,3.6,1,NA,0,0,0.3,0,NA,0.5,NA,0.5,0.3,0.3,0,0.3,0
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,4.572,4.06399999999985,0.508000000000152,1.01599999999996,2.54000000000008,NA,0,0,0.253999999999905,2.28599999999994,14.986,10.414,4.82600000000014,5.84199999999987,0.762000000000057,2.54000000000008,1.26999999999987,0.254000000000133,0,0,0.507999999999925,7.11199999999997,0.254000000000019,3.30200000000002,0.253999999999905,0.762000000000057,2.28599999999994,0.254000000000133,0.253999999999905,0
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,5.62325650918509,0,0,1.3,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0.3,1,0,0,0,8.4,0.8,0,2.8,0,0,0,0.690001221868409,0.3
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0.8,0,0,0,6.6,0.8,0,3,0,0,0,0.3,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,NA,0,0,NA,0,0,0,0,0,0,3.048,9.398,0,0,0,0,0,0,0,0,0,2.032,2.286,0,0,NA,0,0,0,0,0
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,7.6,0.5,3,2.5,2.5,0.5,1.8,0,0,0,0,17.8,0,8.1,2.8,3.8,0.8,2.5,1.5,0,0,0,9.4,2.5,0.5,3,0.5,0.3,0,0.5,0.5
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,NA,0.253999999999905,NA,NA,0,1.26999999999998,0,0,0,3.55600000000004,0.508000000000038,21.082,0,1.26999999999998,4.82600000000002,2.03199999999993,1.52400000000011,0,0,NA,NA,0.507999999999925,0.254000000000019,0,0,0,0,0,0,NA,0
