"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2019.11.01","X2019.11.02","X2019.11.03","X2019.11.04","X2019.11.05","X2019.11.06","X2019.11.07","X2019.11.08","X2019.11.09","X2019.11.10","X2019.11.11","X2019.11.12","X2019.11.13","X2019.11.14","X2019.11.15","X2019.11.16","X2019.11.17","X2019.11.18","X2019.11.19","X2019.11.20","X2019.11.21","X2019.11.22","X2019.11.23","X2019.11.24","X2019.11.25","X2019.11.26","X2019.11.27","X2019.11.28","X2019.11.29","X2019.11.30"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0,0,0.54272571401192,0,0,10.745969137436,0,0,0,0,0,4.66744114050251,0,0,0,12.9168719934837,0,0,0,2.7136285700596,0,0,0,0,2.49653828445483,0,0,0,0
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,0.5,0,0,9.9,0,0,0,0,0,4.3,0,0,0,11.9,0,0,0,2.5,0,0,0,0,2.3,0,0,0,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3,0,17.8,0,3.3,0,1.3,0,0,1.3,3,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,3.3,5.1,3,10.7,0.5,2.8,5.6,3.3,6.9,0,1,0,0,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0,0,0,0,0.3,0.5,0,4.3,0,0,1.3,0.5,1,0.3,0,0,0.5,23.1,0.5,3.3,0.5,0,0,0,0,0,0,0,1.3,0.5
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,0,0,0,0,0,1.52,0.25,2.54,1.53,3.3,6.61,0.5,0.25,0,65.28,1.25,5.84,0.75,1.52,0.25,0.5,4.31,3.54,2.26,4.8,7.88,13.72,13.96,1.52
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,16.3,2.07172608233135,3.75414231586251,3.44415480593971,0,1,0,10.4,2.3,2.3,10.7,0,0,1,1,0.8,5.8,2,25.1,0.3,2.8
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,18.0025863134113,NA,1.67333160241878,7.36265905064263,0,0.55222657403102,0,11.4863127398452,1.27012112027135,3.83589624398014,13.7177051534196,0,0,1.27733693507916,0.998448334676028,0.888003019869824,9.1711301780069,1.27178630830392,33.7177553568815,0.165667972209306,1.54623440728686
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,16,3.6,2.5,NA,NA,0,1,10.2,1.5,2,15.2,0,0,0,1,NA,NA,1.5,22.1,0,2.3
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
