"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2022.10.01","X2022.10.02","X2022.10.03","X2022.10.04","X2022.10.05","X2022.10.06","X2022.10.07","X2022.10.08","X2022.10.09","X2022.10.10","X2022.10.11","X2022.10.12","X2022.10.13","X2022.10.14","X2022.10.15","X2022.10.16","X2022.10.17","X2022.10.18","X2022.10.19","X2022.10.20","X2022.10.21","X2022.10.22","X2022.10.23","X2022.10.24","X2022.10.25","X2022.10.26","X2022.10.27","X2022.10.28","X2022.10.29","X2022.10.30","X2022.10.31"
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,7.11200000000008,2.28599999999983,0.254000000000019,5.33399999999995,0.508000000000152,0.253999999999905,0,0,0,20.066,0,6.85800000000006,3.80999999999995,2.54000000000008,0.253999999999905,2.79399999999998,14.9860000000001,0.253999999999905,0,10.1600000000001,5.07999999999993,1.77800000000002,0,0,5.07999999999993,3.55600000000004,1.01600000000008,14.4779999999998,3.04800000000023,2.53999999999974
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,5.588,5.334,0,0,0,0,0,0,0,0,0.254,3.302,5.588,0,0,10.16,3.048,0.508,0.254,9.398,1.778,0,0,0,10.922,3.048,0,0,0,0
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0,2.2859999999996,0.254000000000133,0,0,0,0,0,0,0,2.03199999999993,0,2.286,0.253999999999678,3.81000000000017,0,4.06399999999985,4.31799999999998,0,0,7.11200000000008,0,2.53999999999996,0,0,8.63599999999997,2.7940000000001,4.318,NA,1.77800000000002,6.35
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,4.06399999999999,5.08000000000001,0,3.048,0,0,0,0,0,0,1.27000000000001,0,0.762,1.01599999999996,0,0,3.55600000000001,0.50800000000001,0,14.224,0.253999999999991,0,0,0,2.79400000000001,2.03199999999998,0,0,0,0
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,1.27000000000004,2.79399999999998,NA,0,0,2.79399999999998,0,0,0,0,2.53999999999996,0,11.938,0.508000000000038,2.03200000000004,0.507999999999925,2.53999999999996,0.508000000000038,0.254000000000019,0,1.01599999999996,3.81000000000006,2.28600000000006,0,0.761999999999944,2.03200000000004,19.3039999999999,0.254000000000133,10.16,0,11.684
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,1.27000000000001,7.11199999999999,7.62,3.30199999999999,0.50800000000001,0.761999999999972,0.50800000000001,0,6.858,0,1.27000000000001,0,82.296,4.06399999999996,0.508000000000038,1.524,0.253999999999962,0,0,30.226,0.254000000000019,0,2.286,6.35000000000002,8.38200000000001,8.12799999999993,23.876,0.254000000000019,2.54000000000002,0.507999999999981,0
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,1.524,1.77800000000002,20.066,5.58799999999997,2.03200000000004,2.85835036335027,2.03200000000004,0,0,0,0,0,36.83,1.524,0,1.524,0.254000000000019,0,0,29.21,0.253999999999905,1.26999999999998,7.11200000000008,0.761999999999944,5.58800000000008,18.2879999999999,16.764,0.254000000000019,0,0,0
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,0,5.07999999999998,3.30200000000002,0.254000000000019,0.507999999999981,1.77800000000002,0.253999999999962,0,0,0,0,3.30200000000002,2.286,1.524,0.508000000000038,0,6.85799999999995,10.16,2.79399999999998,0.762,12.7,0,0,0,0,2.03199999999998,3.30200000000002,0.254000000000019,0,0,1.27000000000004
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,0,3.80999999999995,1.77800000000002,0,1.524,0.254000000000019,0,0,0,0,0,1.52399999999994,1.27000000000004,0.507999999999981,0,0,3.81000000000006,1.77799999999991,5.33400000000006,0.254000000000019,10.922,0.253999999999962,0,0,0,2.54000000000002,2.54000000000008,0,0,0,0
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.302,2.032,0,0,0,4.572,0,7.36599999999999,21.082,6.604,0.762,1.01600000000001,0.253999999999991,6.34999999999999,3.30200000000001,3.048,0,0,1.27
39,"Mauna Loa Observatory","NWS","ESRL/GMD","BI",3397,19.5362,-155.5763,"USC00516198","MOBH1",NA,NA,NA,0,3.048,8.89,6.096,1.016,0,0,0,0,0,0,0,0.762,0,0,NA,0,0,0,0.254,0.254,0,0,0,0,0,0.254,0,9.144,3.81,0
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0,0,3.55599999999998,2.53999999999999,1.01599999999999,3.55600000000001,0,0,0,0,0,0,51.562,0,0,0,0,0,0,7.36600000000001,0,0,7.11200000000002,0,1.77799999999996,0.508000000000038,8.38199999999995,0,0,0,0
47,"KEMOKU LAVA FLOW","RAWS","RAWS","BI",1706.88,19.47555556,-155.3627778,"USR0000HKEA","KKUH1","FA4447E8",NA,NA,0,0,7.874,0,NA,0,0,0,0,17.018,0,0.762,5.58799999999999,0.507999999999981,2.54000000000002,0,0,2.03200000000001,5.84199999999998,0,19.812,0.254000000000019,1.26999999999998,0.254000000000019,0,2.79399999999998,2.03200000000001,2.53999999999999,0,0,1.01600000000002
48,"PALI 2","RAWS","RAWS","BI",847.344,19.3175,-155.2922222,"USR0000HPAL","PLIH1","FA900222",NA,NA,0,0.761999999999944,7.36600000000004,0,0.253999999999962,0,0.507999999999981,0,0.762000000000057,0.253999999999905,0,0,1.01600000000008,0.507999999999981,1.01600000000002,0,0,0,6.096,0,17.78,0,0.253999999999905,0,0,2.286,2.54000000000008,0,0,0,0.762
63,"KALOKO-HONOKOHAU","RAWS","RAWS","BI",7.62,19.67277778,-156.0202778,NA,"KHOH1","FA667668",NA,NA,0,5.334,3.81,14.986,1.27000000000004,0.253999999999962,0.254000000000019,0,0,0,0,0,11.684,0,0,0,0,0,0,0,0,0,0,0,0,0,22.098,0,0.507999999999981,0,0
