"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,2,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0.5,0,0,NA,NA,10.7,3,0,1,9.4,4.6
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,NA,0,0,1.5,5.8,6.9,NA,NA,1.8,0,0.3,NA,NA,7.9,0.3,0,0,NA,4.3,0,0,NA,NA,1.8,3,NA,10.4,NA,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,8.6,0,0,1.8,NA,0,NA,4.6,0,0,5.3,NA,NA,0,NA,0.8,0,3.3,2.8,0,0.3,0,7.1,NA,NA,13.2,NA,5.6,0.3,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0,0,0,1,8.4,0,0,0.5,0.3,0,NA,1.3,0.3,0.5,NA,1,0.3,NA,NA,0.3,0.5,0,NA,0.3,NA,NA,NA,0.5,1.3,NA
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,0.253997802734375,NA,4.06405661328124,NA,0.253999999999962,NA,NA,0.253999999999962,5.58800000000002,NA,9.14400000000001,NA,1.524,NA,1.26999999999998,0.254000000000019,NA,3.55599999999981,8.38200000000006,1.524,NA,6.35000000000002,0.762000000000057,NA,6.35000000000002,0,3.30199999999991,0.762000000000057,0
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0.5,0,0,4.1,2,0,10.9,NA,0,NA,1.8,1.3,4.6,0,12.4,1.5,0,0,9.9,3,0,1.5,9.7,0,0,9.9,0,0,0,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0.5,0,0,3.8,2,0,9.4,NA,NA,NA,0.5,NA,3.3,0,10.9,1.5,0,0,7.1,3.3,0,1.3,7.6,0,0,8.1,0,0,0,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,5.588,0,2.286,0,0,2.54,NA,0,6.35,NA,3.81,0,3.556,NA,0,1.016,NA,0.508,0,0,0
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,0,0,0,0.8,0.5,0,2,NA,2.8,NA,2.5,3.8,3.6,1.3,13.5669221354307,2,2,0,7.23611950844829,9.9,3.8,2.3,11.9471238143953,5.1,0,10.5123948717799,6.6,0,6.9,1.3
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,NA,NA,0.2539062625,0.7622070703125,0.762085009375,0,6.85799999999995,0,9.90599999999995,4.57200000000012,4.06400000000008,9.39799999999968,3.81000000000017,0.761999999999944,1.0160000000003,0,0.507999999999811,4.06399999999985,NA,2.28600000000006,0.253999999999905,NA,5.58799999999997,1.52399999999966,4.57200000000012,2.03199999999993,0,6.35000000000014,NA,0.508000000000038
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0,0,0,1.3,0,0,NA,NA,0,3.21861248942685,2.09871816681201,0,0.224554359727454,0.431834875039286,6.56389010059715,0.863669750078572,0,0,0.690935800062858,1.55460555014143,0,0.863669750078572,6.82299102562072,0,0,4.83655060044,0,0,0,0
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0.165008111133735,0,0,2.3,2.3,0,6.12830439328453,NA,0,3.72667039587068,3.3,0.5,2.48378836687639,0.5,7.6,1,0,0,0.8,1.8,0,1,7.9,0,0,5.6,0,0,0,0
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,1.21602466251863,0,2.031982421875,4.94153267478716,0.209652197574877,0,6.85800000000063,0,0,5.07999999999947,0,1.7780000000007,0.141238112042308,0.507999999999356,3.55600000000049,0,0,1.26999999999953,0.25400000000036,2.53999999999996,0,16.002,0.508000000000266,0,1.77799999999979,0.191731833363194,0,0,0,4.82377934252864
