"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,1,0,NA,NA,0,0,0,0.5,1,NA,NA,NA,0.5,6.9,0.5,NA,NA,0,0.5,0.5,0,0,NA,NA,1.8,NA,NA,NA,13.2,0.5
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,3.8,0,0,NA,1.8,0,0,0.8,0.5,0,NA,3.3,26.2,NA,NA,1.8,NA,4.8,NA,1.8,5.8,NA,NA,2.8,0.8,NA,1,3,5.1,6.1,7.4
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,10.7,39.6,0,0,NA,7.1,NA,0,0,0,10.2,0,0.8,NA,NA,NA,2.3,2,8.1,NA
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0,NA,0,NA,0.5,0.3,0.3,0,NA,0.5,1,2.3,13,0.5,0.3,NA,0.5,1.8,1,0.3,0.5,0.5,0,5.3,1.5,0.3,2.5,10.7,5.3,19.1,4.3
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,2.54000000000008,0.508000000000038,5.84199999999998,2.03199999999993,0.254000000000019,0.762000000000057,0.508000000000038,0,7.36599999999987,7.11200000000008,3.55600000000004,11.1759999999999,0.254000000000019,1.77800000000002,0,0,2.03199999999993,1.01599999999996,3.81000000000006,0.254000000000019,0,9.90599999999995,13.97,4.82600000000002,6.85800000000006,2.53999999999985,1.2700000000001,4.06399999999996,7.62,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0,0,0,3.3,0,0,0,0,0,2.3,7.1,NA,0.5,0.8,0,1.5,0,0,NA,0,2.3,0.5,0,24.9,NA,NA,2.8,2,1.8,6.4,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0,1.27,0,0,0,0,0,7.366,4.318,NA,0,0,0,0,0,0.508,0.254,0,0.254,0,NA,NA,NA,0,1.524,NA,3.556,NA,0
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,1.3,0.5,0.3,4.6,7.6,0,0,0,1.8,1.77464915513798,3.1397638898595,8.9,0.8,8.6,1.5,1.8,4.1,1.3,4.3,0.8,7.1,1,0,18,7.6,5.1,5.8,3.8,1.3,6.1,3.3
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0,1.26999999999992,1.77800000000002,1.77799999999996,0,0,0,0,0,0,0.507999999999981,0.762023937890625,1.52399999999994,0,1.77800000000002,2.286,0.254000000000019,1.01600000000002,NA,0,0,0,4.82600000000002,0.50799560546875,2.286,6.60400000000004,4.31799999999993,1.27000000000004,1.01599999999996,NA,0.508000000000038
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.5,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,0.863669750078572,NA,8.37759657576215,0
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0,0,0,1.3,0,0,0,0,0,1.3,2.3,3,0,0,0,0.5,0,0,0,0,2.60051401520048,0,0,24.4,2.78364880500333,1.86797485598908,4.24872712342614,1,0.952300906974824,9.7,0
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,0,0,0,0,0,0,0,0,3.81,2.03199999999998,0.254000000000019,0,0,3.55600000000004,0.253999999999962,0,2.79399999999998,0,0,0,0,11.938,0.253999999999962,0,0,10.16,4.82599999999996,5.84199999999998,8.38200000000006,5.58799999999997
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,0,0,0,0.499999499660067,0,0,0,0,0,2.50316303531841,2.94753083136283,1.49520825355174,0,0,1.66180028132217,0.311007519963679,0,1.30570022103883,0,0,0,0,8.368351416658,10.8392854191646,0,0,14.2440024113328,3.95987307229927,8.19030138651631,11.4717992408702,3.91710066311649
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,0.507999999999925,0.254000000000019,0.254000000000019,9.39800000000002,1.01599999999996,0,0,0,0,0,NA,NA,NA,2.79399999999998,NA,NA,5.33400000000006,0,4.06399999999985,0.762000000000057,1.26999999999998,0.254000000000133,NA,10.4139999999999,7.61999999999989,9.39800000000014,11.1759999999999,7.11200000000008,7.11199999999997,7.11200000000008,0.253999999999905
26.2,"KEALAKEKUA 26.2","GREENWELL ESTATE","COOP","BI",442,19.48975723,-155.9122125,"USC00513977",NA,NA,NA,NA,2.344865315217,0,0,NA,0.468973063042392,0.8,3.08565081770927,2.57935184673862,1.64140572065215,0,0,3.75178450434838,0.8,1,15.2416245489109,4.92421716195561,0.390810885869641,4.24378441671862,2.19723113159491,5.1,6.4,0,1.40691918913053,7.73805554021585,6.63098356852383,1.40691918912969,1.8,4.44471301495195,NA,0.234486531521616,0.655380736810815
27,"HONAUNAU 27","TANAKA S","COOP","BI",332,19.4403158,-155.8788789,"USC00511665",NA,NA,NA,NA,NA,NA,0,NA,NA,3,0.5,NA,NA,0,0,NA,0,0.919751871942037,NA,NA,0,10.2,2.02090744637374,1.3,0.5,NA,NA,NA,8.1,NA,3.8,3,NA,NA,1
