"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2019.05.01","X2019.05.02","X2019.05.03","X2019.05.04","X2019.05.05","X2019.05.06","X2019.05.07","X2019.05.08","X2019.05.09","X2019.05.10","X2019.05.11","X2019.05.12","X2019.05.13","X2019.05.14","X2019.05.15","X2019.05.16","X2019.05.17","X2019.05.18","X2019.05.19","X2019.05.20","X2019.05.21","X2019.05.22","X2019.05.23","X2019.05.24","X2019.05.25","X2019.05.26","X2019.05.27","X2019.05.28","X2019.05.29","X2019.05.30","X2019.05.31"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0,0,0,7.16397942495734,0,0.868361142419072,0,0,1.41108685643099,0.868361142419072,6.94688913935258,0,0,0,8.79215656699311,0,0,0,0,0,0,0,0,3.90762514088582,0,0,0,4.66744114050251,5.53580228292158,0.868361142419072
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,0,6.6,0,0.8,0,0,1.3,0.8,6.4,0,0,0,8.1,0,0,0,0,0,0,0,0,3.6,0,0,0,4.3,5.1,0.8
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0.8,0,6.6,0,0,0,0,0,0,8.6,7.1,0,5.8,0,0.5,0,0,0,3.3,0,0,0,0,0,13.7,0,3.3,8.1,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0.5,3,2,0,5.3,0,0,2.8,0,0.8,2.8,0,8.6,2.8,16.5,0,2,0,0,0.5,0.5,2.8,0,0,0,5.3,0.8,0.5,10.9,10.7,5.8
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,1.80000000000001,1.19999999999999,2.10000000000002,1.79999999999998,0,0,2.5,0.300000000000011,2.5,0.799999999999983,0,2,10.7,12.4,3.79999999999998,0,0,0,0,2.80000000000001,0.5,0,6.09999999999999,11.7,2.30000000000001,5.59999999999999,4.30000000000001,4,1.59999999999999,19,6.59999999999999
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0,0,0,0,3.6,0,0,0,0.5,1.8,0,0,0,2.3,12.4,0.5,0,0,0,0.3,2,2.8,2.5,10.4,0.8,5.8,6.9,5.3,2,9.4,1.5
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,0,0,0.725110361048138,0,3.10357006812419,0,0,0,0.722335047660518,1.71911819430397,0,0,0,1.43745428051322,8.96716288104844,0.27611328701551,0,0,0,0.165667972209306,1.6622303488683,5.95267429365631,1.38056643507755,12.548038219759,1.83622426124047,3.37024728962179,8.77458044798975,7.16590756849198,3.67022827177084,9.03959248145478,1.10722846144966
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0,0,0,0,2.5,0,0,0,0.8,2,NA,NA,0,2.8,11.7,0,0,0,0,0.5,NA,1.5,2.8,7.9,0,7.1,4.3,6.4,2,8.4,1.5
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,1.524,0,0,7.874,0.507999999999996,0.254000000000001,2.286,0.507999999999999,0.253999999999998,0,0.254000000000001,0.507999999999999,1.016,1.524,0,0,0,0,0,0.508000000000003,0.761999999999993,0,2.794,1.524,0,3.30199999999999,0,2.794,1.01600000000001,1.26999999999999,0.508000000000003
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,0,0,1.02944027692287,0,1.58375427218903,0,0,0,0.633501708875611,1.02944027692287,0,0,0,0.237563140828354,3.00913311715915,0,0,0,0,0,0.791877136094513,6.25582937514665,0,9.66090106035306,1.97969284023628,0.237563140828354,7.04770651124117,6.0182662343183,3.64263482603476,5.46395223905214,0.395938568047257
6,"KIOLAKAA A&F 6","STATE DIV FTRY","COOP","BI",587,19.07032619,-155.6355484,"USC00514625",NA,NA,NA,NA,0,0,1.49044974984299,0,2.29299961514306,0,0,0,0.917199846057224,1.49044974984299,0,0,0,0.343949942271459,4.35669926877181,0,0,0,0,0,1.14649980757153,9.05734847981509,0,13.9872976523727,2.86624951892883,0.343949942271459,10.2038482873866,8.71339853754363,5.27389911482904,7.91084867224356,0.573249903785765
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,0,1.3,1.8,0.3,5.1,0,0,1.8,1,7.4,1,0,0,3.3,17.8,1,0,0.3,0,0,1.5,1.3,0.8,6.4,5.1,9.4,12.7,4.3,1,2,17.3
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",710.4888,19.34805556,-155.1258333,NA,"AHMH1","32D64524",NA,NA,0.77,3.04,0.259999999999998,0,0,0,0,0,0,0,0,2.28,1.52999999999999,3.81,0,0,0,0,0.25,2.8,0.25,0,0,3.05,0,4.32,0.5,0,1.02,1.02,1.52
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,5.8,0,2.5,0.431834875039286
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0,0,1.3,0,2,0,0,0,0.8,1.3,0,0,0,0.3,3.8,0,0,0,0,0,1,7.9,0,12.2,2.5,0.3,8.9,7.6,4.6,6.9,0.5
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,12.446,6.096,0,0,1.016,0.508,8.128,2.286,0.254,0,0,2.54,16.51,3.556,0,0,0,0,0.508,11.176,0.254,0,0.762,1.524,12.7,1.016,4.064,11.43,1.016,0
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,0,0,13.2,0,0.769229999477027,0.474800080377759,0,1.3,7.1,0,0,0,1.1870002009444,4.8,16,3.6,0,0,0,0.237400040188879,0.8,11.7,0.5,0.8,1.67373761991292,6.05038550464354,3.89787357805053,7.40516783672802,7.11072990304695,4.24195974978224,0.288461249803885
21.4,"HAWAIIAN OCEAN VIEW 1.7 NNE, HI US","CoCoRaHs","CoCoRaHs","BI",733.03,19.0908,-155.7552,"US1HIHI0059",NA,NA,NA,NA,0.5,0,0.3,0,6.1,0.5,0,2.5,0,0.8,2.5,0,7.9,1.8,17.8,1.3,0.5,0,0,0,0,2.8,0,0,0.5,3.6,0,0,0,5.3,5.3
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,4.30000000000001,0.799999999999955,0.300000000000011,1.69999999999999,6.60000000000002,0,0.5,0.300000000000011,0,2,0.300000000000011,6.09999999999997,1.80000000000001,4.80000000000001,3.5,0.800000000000011,0,0.299999999999955,4.5,1,2.30000000000001,1,1.30000000000001,3.10000000000002,2.5,19.1,8.30000000000001,5.10000000000002,3.29999999999995,1.80000000000001,1.80000000000001
24.1,"OPIHIHALE 2 24.1","TRUMAN LORNA","COOP","BI",396,19.27032215,-155.8738768,"USC00517166",NA,NA,NA,NA,0.8,7.6,7.9,0.5,9.4,0.8,0,0,0,1,5.6,0,0,0,0,1,10.4,0,0,1.5,2.8,0.5,4.6,1,0.8,0,4.1,24.6,1.3,7.9,0
