"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31"
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,10.6679999999999,13.716,0,0,0,0,0,6.096,0,0.253999999999962,0.762000000000057,3.80999999999995,1.77800000000002,0,0,0.762,1.77800000000002,1.01599999999996,0,0,0,0.254000000000076,0,11.1759999999999,0.507999999999981,4.82600000000002,4.572,0,0,0,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,17.018,10.922,0,0,0,0,0,0,0,0,0,1.016,1.016,0,0,0.508,0,8.128,0,0,0,0,0,3.81,1.016,1.778,2.54,0,0,0,1.778
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,NA,NA,0,0,0,0,NA,6.34999999999991,NA,NA,1.01600000000008,1.26999999999998,0,0,0,NA,0.507999999999811,5.33400000000029,NA,NA,0,1.0160000000003,0.254000000000133,2.03199999999993,0.253999999999678,2.03200000000015,NA,NA,0,NA,NA
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,13.462,1.01600000000053,0,0,0,0,0,0,0,0,0,0.253999999999905,2.53999999999996,0,0,1.27000000000044,0,9.65199999999959,0.253999999999905,0.508000000000266,1.01599999999962,0,0,28.1940000000004,0,10.9219999999996,4.31800000000021,1.01600000000008,0,0,23.3680000000004
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,0,7.36599999999999,0,0,0,0,0,0.761999999999944,0,0.254000000000019,0.508000000000038,0.508000000000038,0,0,0,0,3.30199999999991,4.82600000000014,1.77800000000002,1.52399999999989,0.508000000000038,0,0,1.01599999999996,0,10.414,1.52400000000011,0,0,0,0
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,0,35.8140000000003,0,3.80999999999949,0,0,0.762000000000626,0,0,0,0,0,1.52399999999943,0,0,0,3.55600000000049,1.01599999999962,0.253999999999905,2.28600000000006,0,0,0,11.6840000000002,34.5439999999999,0,2.53999999999996,0,0.253999999999905,0,0
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,0,16.002,1.01600000000053,8.63599999999906,0,0,30.4800000000005,0.253999999999905,0,0,0,0,0,0,0,1.27000000000044,8.63599999999997,0.253999999999905,1.77799999999979,2.53999999999951,0,0,0,0,42.6720000000005,0,3.55600000000004,0,0.762000000000171,0,0
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,28.4479999999999,4.06400000000031,0,0,0,0,0,0,0,0,0,0,3.04799999999977,7.62000000000035,5.33400000000029,0,0.761999999999261,11.4300000000003,0.253999999999905,5.58800000000019,0,7.11199999999963,0,0.508000000000266,0.253999999999905,32.0039999999999,2.28600000000006,0.25400000000036,7.36599999999999,0,34.29
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,20.828,4.82600000000002,0,0,0,0.253999999999905,0,0,0,0,0,0,3.048,1.27000000000021,2.03199999999993,0.253999999999905,0,10.1600000000001,0,1.52399999999989,0,6.60400000000027,0,4.31799999999976,0,26.924,2.03200000000015,0.761999999999944,0.761999999999944,0,30.48
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,NA,12.446,0,0,0,0,0,0,0,0,0,3.30200000000002,4.57199999999999,0,0,3.048,0,21.082,0.507999999999981,0,0,0,1.27000000000001,1.77799999999999,2.79400000000001,NA,5.07999999999998,0,3.048,0,2.03200000000001
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0,9.65200000000004,0,2.7940000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26999999999998,0.253999999999678,0,0,0,0,0,0,0.761999999999944,0,0,0,0
47,"KEMOKU LAVA FLOW","RAWS","RAWS","BI",1706.88,19.47555556,-155.3627778,"USR0000HKEA","KKUH1","FA4447E8",NA,NA,13.97,4.82600000000002,0,0,0,0,0,0,0,0,0,0,2.53999999999999,0,0,0,0.254000000000019,27.178,3.30199999999999,1.01600000000002,0,0.254000000000019,1.01599999999996,1.01599999999999,0.254000000000019,13.716,1.524,0.762,NA,0,5.58800000000002
63,"KALOKO-HONOKOHAU","RAWS","RAWS","BI",7.62,19.67277778,-156.0202778,NA,"KHOH1","FA667668",NA,NA,0,6.85800000000012,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.16,"Waiaha Stream","NWS","HydroNet-UaNet","BI",460.5528,19.6331997,-155.9486,NA,"WIHH1","9321011E",NA,NA,0,3.81,6.35000000000001,0.253999999999991,0,0,3.556,0,0,0,0,0,1.01600000000001,0,0,0,2.286,0,4.82599999999999,0,1.77799999999999,0,0,0,16.002,0.254000000000019,4.0065153373262,0,0.761999999999972,0,0
75.1,"PTA KIPUKA ALALA","RAWS","RAWS","BI",1641.348,19.66694444,-155.7077778,"USR0000HPTK","PKAH1","32666200",NA,NA,15.24,13.208,0,0,0.253999999999962,0,0,0,0,0,0,0,0.762000000000057,0.253999999999962,0,0,1.26999999999998,0.254000000000019,0,0,0,0,0,0,0,0,4.572,0,0,0,0
83,"QuarryRainGageatSaddleRd","USGS","USGS","BI",1286.256,19.68586111,-155.2942222,NA,"SDQH1","DDF6B6E4",NA,NA,3.81000000000006,0.761999999999944,0,0,0,0,0,0,0,0,0,0,8.38200000000006,4.82600000000002,0.761999999999944,0,0.254000000000019,6.096,1.524,0.254000000000019,0,5.08,14.986,3.048,1.778,9.652,0.507999999999988,NA,2.032,2.032,2.28599999999999
92.5,"KiholoRainGage","USGS","USGS","BI",283.96692,19.82580556,-155.8925833,NA,"KIRH1","DD60236E",NA,NA,0,0,2.794,0,0,0,0.50800000000001,0,0,0,0,0,12.192,0,0,0,0,0,0,0,0,0,0,0,0,0,14.224,1.778,0,0,0
93.12,"PUUANAHULU","RAWS","RAWS","BI",830.58,19.83277778,-155.7697222,NA,"PULH1","48703040",NA,NA,5.07999999999998,2.286,0.762,0.253999999999962,0,0,8.12799999999999,0,0,0.254000000000076,0,0,1.01599999999996,0,0,0.253999999999962,17.018,0,0.253999999999905,0.254000000000133,0,0,0,0,0,7.36599999999999,17.2719999999999,3.30200000000002,2.28600000000006,0,0
94,"KAUPULEHU LAVA FLOW","RAWS","RAWS","BI",372.1608,19.80333333,-155.9180556,NA,"KPLH1","4870E628",NA,NA,0,0,4.31800000000004,0.254000000000019,0,0,0.254000000000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2739999999999,6.60400000000004,0,0,0
94.5,"PUU WAAWAA","RAWS","RAWS","BI",708.9648,19.795,-155.8452778,"USR0000HPUW","PWWH1","487046D0",NA,NA,0.761999999999944,0,3.04800000000012,0,0,0,3.55599999999993,0,0,5.33399999999995,0.254000000000019,0,5.08000000000004,0,0,0,0.254000000000019,0,0,0,0,0,0,0,3.55599999999993,0,19.3040000000001,3.55599999999993,1.2700000000001,0,0.253999999999905
95.6,"WAIKOLOA","RAWS","RAWS","BI",297.7896,19.92416667,-155.7936111,NA,"WKVH1","4870C0C4",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85799999999999,0,1.524,0,0,0,0,0,10.922,0.253999999999991,19.812,2.286,3.81000000000002,0,0
98.2,"PUHO CS","PUHO CS","RAWS","BI",29.5656,19.42194444,-155.9075,NA,"PERH1","32D6803A",NA,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,2.28600000000003,2.03199999999995,0,0,0
99,"PTA WEST","RAWS","RAWS","BI",1307.592,19.77166667,-155.7022222,"USR0000HPTW","PKWH1","32667176",NA,NA,3.81,21.59,0,0,0,0,0,0,0,0,0.253999999999905,0,0,0,0,0,2.7940000000001,0,0,0,0,NA,0,0,0,1.77800000000002,6.34999999999997,0.253999999999962,0,0,0
102.8,"AUHMOA","RAWS","RAWS","BI",2001.9264,19.83638889,-155.6130556,NA,"AHMH1","4870D3B2",NA,NA,0,NA,0,0.254000000000005,0,0,0,0,0,0,0.253999999999998,0,0,0,0,0,0,0,0,0,0,0,0.508000000000003,0.253999999999998,0.253999999999998,0.254000000000005,0.253999999999998,0.253999999999998,0,0,0
107.4,"PTA EAST","RAWS","RAWS","BI",1959.864,19.68277778,-155.5452778,"USR0000HPTA","PTAH1","3266D18E",NA,NA,21.336,21.336,0,0,0,0,0,0,0,0,0,0,0,0,0.254000000000019,0,0,0,0,0,0,0,0,0,0,8.38199999999995,4.06400000000008,0,0,0,0
109,"PTA RANGE 17","RAWS","RAWS","BI",1734.312,19.74583333,-155.6261111,NA,"PTRH1","3279630C",NA,NA,NA,18.0339999999999,0,0,0,0,0,0,0,NA,0,0,0.507999999999981,0.254000000000076,0.253999999999962,0,0.508000000000038,0,0,0,0,0,0,NA,0.253999999999962,0,3.048,0.254000000000019,0,0,0
113.2,"PUU MALI","RAWS","RAWS","BI",2165,19.92666,-155.44,NA,"PMLH1","3181742E",NA,NA,12.9540000000002,2.03199999999993,0,0,0,0,0,0,0,0,0,0,0,0.508000000000038,0,0,0.507999999999925,0,0,0,0,1.52400000000011,13.9699999999999,0.253999999999905,0,1.2700000000001,2.03199999999993,9.65200000000016,8.38199999999995,0.761999999999944,0
129,"HAKALAU","RAWS","RAWS","BI",1950.72,19.82111111,-155.3305556,"USR0000HHAK","HKUH1","8374D370",NA,NA,3.55600000000004,0.507999999999811,0,0,0,0,0,0,0,0,0,0,5.58800000000019,3.80999999999995,0.253999999999905,0,0,5.58800000000019,0.677733363890328,0.112955560648396,0,2.53999999999996,6.34999999999991,0.25400000000036,0,19.558,2.79399999999987,NA,0.253999999999905,0.253999999999905,0.507999999999811
133.3,"Laupahoehoe","NWS","HydroNet-UaNet","BI",499.872,19.9792,-155.2372,NA,"LPHH1","B159741A",NA,NA,1.01600000000008,0,0,0,0,0,1.26999999999998,0,0,0.253999999999905,0,2.79400000000032,3.30199999999968,0,0,0,0,0,0,0,0,4.57200000000012,2.03200000000015,28.4479999999999,0,0.507999999999811,0.253999999999905,0,28.1940000000004,0,0
147.2,"KOHALA RANCH","KOHALA RANCH","RAWS","BI",328.8792,20.08305556,-155.8325,NA,"KHRH1","4870B654",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.938,0,2.286,0,0.253999999999962,0.254000000000019,0
160.3,"Upolu Airport","NWS","HydroNet-UaNet","BI",34,20.265,-155.8582,NA,"UPLH1","B15017A0",NA,NA,0.762000000000057,1.01599999999996,0,0,0,0,5.33399999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2700000000001,0,0.761999999999944,0,0
176.3,"Kahua Ranch HQ","KAHUA RANCH","HydroNet-UaNet","BI",987.552,20.1249008,-155.7884,NA,"KASH1","15D293C2",NA,NA,0,0,0,0,0,0,0.253999999999991,0,0,0.507999999999981,0,0,0,0,0,0,7.36599999999999,0.254000000000019,0,0,0,0,0,0,3.55600000000001,0.253999999999991,11.43,0,1.77799999999999,4.31800000000001,0
185.7,"KawainuiRainGagenearKamuela","USGS","USGS","BI",1237.488,20.08533333,-155.6811667,NA,"KWSH1","DDF6A592",NA,NA,1.01600000000008,0,0,0,2.79400000000032,0.761999999999716,3.55600000000004,0.253999999999905,0,4.31800000000021,0.253999999999905,0,0,0.253999999999905,0,0,11.1760000000004,0.253999999999451,0,0,0,0,0,0,NA,0,7.11200000000008,0.25400000000036,1.01599999999962,1.77800000000025,0
192.7,"Kamuela Upper","NWS","HydroNet-UaNet","BI",948.5376,20.0319996,-155.6667,"USC00513080","KUUH1","817075F6",NA,NA,0,0.761999999999944,0,0,0.254000000000019,0,0.254000000000019,0,0,0,0,0,0,0,0,0,2.79399999999998,0,0,0,0,0,0,0,0.253999999999962,0.254000000000019,2.286,0.253999999999962,0,2.7940000000001,0
201.3,"Kamuela 1","NWS","HydroNet-UaNet","BI",877.824,20.0394993,-155.6084,NA,"KMUH1","81706680",NA,NA,0.253999999999905,0,0,0,2.03199999999924,0,0,0,0.254000000000815,0,0,0,0,0,0,0,4.06400000000031,0,0,0,0,0,0,0,0.253999999998996,0,1.27000000000044,0,0.253999999999905,1.01599999999962,0.254000000000815
215.5,"Honokaa","NWS","HydroNet-UaNet","BI",591.9216,20.0656,-155.49,NA,"HNKH1","B15047DC",NA,NA,0.507999999999811,0,0,0,0,0.507999999999811,0,0,0,0,0,0,0,0,0,2.79400000000032,2.0319999999997,0,0,0,0,0,12.4460000000004,0.253999999999905,0,0,0.253999999999905,0,3.04800000000023,0,0
250.2,"Ulupalakua Ranch","NWS","HydroNet-UaNet","MA",581.5584,20.6487999,-156.3981,NA,"ULUH1","8170531A",NA,NA,22.86,53.848,0,0,0,0,0.253999999999962,0,0,0,0,0.762,1.77800000000002,0,0,2.03199999999998,0.762,4.572,0,0,0,0,0,3.55599999999998,0.253999999999962,0,0.508000000000095,0.507999999999981,0.507999999999981,1.01599999999996,1.27000000000004
255,"KepuniGulchRainGage","USGS","USGS","MA",225.552,20.6195,-156.2518889,NA,"KPNH1","F000D4EA",NA,NA,2.032,24.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253999999999998,0,0,2.28600000000001,0,0,0,0,12.446,0.762,13.716,1.524,0,0,0.253999999999994,0
267.8,"KULA 1","KULA 1","RAWS","MA",1998.5736,20.68305556,-156.3216667,NA,"KLFH1","AA10F12E",NA,NA,2.28599999999994,16.51,0,0,0,0,0,0,0,0.254000000000019,0.761999999999944,0.254000000000019,0,0,0,0,0.254000000000019,0,0.254000000000019,0,0,0,0,1.01599999999996,0,0.762000000000057,5.33399999999995,0.254000000000019,0.254000000000019,9.14400000000001,0.761999999999944
302,"MAALAEA BAY","NWS","STATE","MA",302,20.7903,-156.514,NA,"P36","15DF05C6",NA,NA,0,2.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.144,0.253999999999998,3.81,2.794,0
311.2,"Kealia Pond NWR","Kealia Pond NWR","RAWS","MA",3.6576,20.7975,-156.4772222,NA,"KPDH1","32B2C438",NA,NA,0,3.30200000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.922,0,1.52399999999997,13.462,0
311.5,"Kihei 2","NWS","HydroNet-UaNet","MA",54.5592,20.7061005,-156.437,NA,"KHIH1","93202508",NA,NA,11.4299999999999,12.9540000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508000000000038,0,1.26999999999998,7.36599999999999,0.508000000000038
324.7,"Kula Branch Stn","NWS","HydroNet-UaNet","MA",944.88,20.7577991,-156.3217,"USC00515000","KBSH1","93220610",NA,NA,0.508000000000038,39.8780000000002,0,0,0,0,2.53999999999974,0,0,0,0,0.254000000000133,0.253999999999905,0,0,1.77800000000002,1.01600000000008,1.26999999999998,0,0,0,0,0,10.6679999999999,0,0,29.7180000000001,0.253999999999905,2.28600000000029,6.60399999999981,0
348.5,"WestWailuaikiRainGagenrKeanae","USGS","USGS","MA",472.44,20.81436111,-156.1429722,NA,"WWKH1","DD5E710A",NA,NA,24.3839999999998,0.762000000000057,0.254000000000133,0.254000000000019,2.03199999999993,0,0.762000000000057,0,0,2.03199999999993,1.77800000000002,0.253999999999905,0.254000000000133,0,0,0,0,0,0,0,0,7.62,0,5.08,0.254,0,8.382,2.286,8.128,0.253999999999998,0
353,"Hana AP","NWS","HydroNet-UaNet","MA",19,20.7946,-156.0157,"USC00511125","HNAH1","B150314C",NA,NA,16.2559999999999,0.25400000000036,0,0.253999999999905,0.508000000000266,0,0.507999999999811,0,0,0.507999999999811,4.82600000000048,0,0,0,0,0,0.507999999999811,0,0,0,0,0,1.26999999999998,0.253999999999905,0,13.2080000000001,5.33399999999983,5.58799999999974,14.2240000000002,0.25400000000036,0
361.1,"Lahainaluna","NWS","HydroNet-UaNet","MA",238.0488,20.8909,-156.6556,NA,"LAHH1","81700366",NA,NA,0.762000000000057,0.507999999999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253999999999905,0,0,0,0,0,0,6.35000000000002,18.796,3.55600000000004,0.253999999999905,2.03200000000004
380,"PuuKukuiRainGageatalt","BALDWIN PKRS","USGS","MA",1759,20.89083333,-156.6008333,"USC00514887","PKKH1","DD73556E",NA,NA,25.9079999999999,35.306,0,0,0,0,0,0.507999999999811,0.25400000000036,2.28600000000006,3.04799999999977,0,0.253999999999905,0,0,8.12800000000016,0,0.253999999999905,0,0,0,0,19.05,0.254,0.254,0,3.302,16.51,26.924,3.302,8.128
386.6,"Wailuku","NWS","HydroNet-UaNet","MA",146.9136,20.8831005,-156.5124,NA,"WUKH1","9321D776",NA,NA,2.2859999999996,0.25400000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4299999999998,7.36599999999999,0.508000000000266,0
426.6,"Pukalani","NWS","HydroNet-UaNet","MA",495.9096,20.8355007,-156.3307,NA,"PUKH1","15D2B52E",NA,NA,NA,5.07999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.334,0,7.36599999999999,5.84200000000004,0
