"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2018.09.01","X2018.09.02","X2018.09.03","X2018.09.04","X2018.09.05","X2018.09.06","X2018.09.07","X2018.09.08","X2018.09.09","X2018.09.10","X2018.09.11","X2018.09.12","X2018.09.13","X2018.09.14","X2018.09.15","X2018.09.16","X2018.09.17","X2018.09.18","X2018.09.19","X2018.09.20","X2018.09.21","X2018.09.22","X2018.09.23","X2018.09.24","X2018.09.25","X2018.09.26","X2018.09.27","X2018.09.28","X2018.09.29","X2018.09.30"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0,0,7.70670513896926,0,0,0,0,0,13.2425074218908,1.62817714203576,0,4.66744114050251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,7.1,0,0,0,0,0,12.2,1.5,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0.3,3,0,27.2,10.7,0.3,0,0,0,0,0,0.8,0,0,0,4.1,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,5.6,0,0,0,13.2,0,7.9,9.9,0,7.9,0,0,0,0,0.3,0,0,0.8,0,2,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0,0,0,0,2,0,0,0,0.8,0.8,4.3,0,1.3,3.3,0,0,0.3,3.6,1.8,0.3,0,0,0,0,1.3,0,4.3,0,0,3.8
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,0,3.556,2.794,0.254,0,0,0,4.316,18.29,0.25,0,18.04,0,1.52,0,5.08,7.62,3.05,4.57000000000001,2.8,9.39,0.510000000000005,1.27,5.08,5.08,15.73,0.799999999999997,14.7,0.5
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0,0,0,1.76931229253701,2.29842723817345,0,0,0,0,0.110985325839179,9.7315184176973,0,7.36744117138662,19.2612738710827,0,0.3,0,1.3,0.5,17,0,0,2.3,0.5,8.4,6.9,9.9,5.8,3,15.7
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,0,0,0,0.55777720080626,2.7888860040313,0,0,0,0,0,3.68132952532132,0,11.0439885759639,28.0004154804743,0,0.165667972209306,0,0.717894546240326,0.27611328701551,18.4796201316694,1.67333160241878,1.56177616225753,1.71634288091635,0.722335047660518,12.2802508729063,9.77857940944102,15.6743658576617,8.27868665671688,3.31335944418612,17.339914424574
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,NA,0,NA,1,2,0,0,NA,NA,0,17.8,0,4.3,15.7,NA,0,NA,1.3,0.3,13.7,0.8,2.3,2.3,0.5,7.9,6.6,9.7,4.6,6.4,10.2
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,0,0,0,0.395938568047257,1.97969284023628,0,0,0,0,0,2.61319454911189,0,7.83958364733568,19.8761161159723,0,0,0,0,0,12.9075973183406,2.37563140828354,2.21725598106464,0.633501708875611,0.633501708875611,10.8487167644948,8.47308535621129,3.8,3.8,3,NA
6,"KIOLAKAA A&F 6","STATE DIV FTRY","COOP","BI",587,19.07032619,-155.6355484,"USC00514625",NA,NA,NA,NA,0,0,0,0.573249903785765,2.86624951892883,0,0,0,0,0,3.78344936498605,0,11.3503480949581,28.7771451700454,0,0,0,0,0,18.6879468634159,3.43949942271459,3.21019946120028,0.917199846057224,0.917199846057224,15.70704736373,12.2675479410154,13.2413414423058,7.96744232747676,4.34347611004152,NA
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,0,0,0,4.1,2.8,0,0,0,0,0.3,21.8,0,6.4,17.8,1.3,1.3,0,7.4,7.6,7.1,4.6,3,7.1,1.8,9.1,3,31.8,2.8,3,19.1
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",710.4888,19.34805556,-155.1258333,NA,"AHMH1","32D64524",NA,NA,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0,0,0,3.8,0,0,0,0,0,0,0.5,0,8.4,57.2,0,0,0,0,0,0,0,0,0,2,0,3.8,24.6,1.3,0.3,5.1
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0,0,0,0.5,2.5,0,0,0,0,0,3.3,0,9.9,25.1,0,0,0,0,0,16.3,3,2.8,0.8,0.8,13.7,10.7,18.3,9.1,2.36865583020822,11.8134322969588
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,0,4.064,0.508,0,0,0,0,0,0.762,0,1.778,43.18,0.254,0,0,0,0,1.016,8.89,0,8.636,0.762,0.254,8.636,22.86,17.018,6.35,9.906,0
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,0,0,1.89920032151104,2.12194812029542,0,0,0,0,0,0.356100060283319,1.3,0.830900140661078,27.7274342487274,40.6,0,0,0,0,0,14.2,0,5.11272268247879,0.66379206007413,1.31704495685224,3,4.1,48.8,0,7.1443480863423,3.40674748389875
21.4,"HAWAIIAN OCEAN VIEW 1.7 NNE, HI US","CoCoRaHs","CoCoRaHs","BI",733.03,19.0908,-155.7552,"US1HIHI0059",NA,NA,NA,NA,0,3.8,0,0,6.4,0.3,0,NA,0,1,12.2,0,NA,5.8,0,0,0,5.8,1.5,0,0,0,1.3,NA,2.5,0,6.9,0,0,2.5
