"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,NA,0,NA,0,7.6,NA,NA,NA,NA,0,NA,NA,NA,0,1.3,0,0,1.5,NA,0,0,8.9,NA,NA,NA,7.1,NA,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,1.5,NA,6.4,0,1.5,6.4,NA,NA,NA,1.3,3.8,NA,3,NA,1,0,0,0,0,NA,1.5,0,NA,NA,NA,NA,2,8.9,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,2.3,2.3,NA,NA,0.8,0.5,0,0,0,0,0,NA,0,1,9.7,0.8,NA,NA,1,0,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,NA,0,5.1,0,5.3,0,NA,5.3,4.6,1.5,0.5,0.8,3,1.3,2.8,0.5,1.5,0,0,NA,0.8,0.5,0,10.2,5.1,2.8,8.4,NA,7.4,0
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0,3.04799999999994,0.254000000000076,1.01599999999996,4.31799999999998,0.508000000000038,7.62,3.81,6.34999999999997,0.508000000000038,3.81,0.507999999999981,NA,3.55599999999998,NA,NA,0,0,0,5.84199999999998,3.30200000000002,0,NA,NA,4.06400000000002,2.79399999999998,NA,0,0,1.01600000000008
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,1.77576521342687,0,0.924877715326495,0,1.33182391007015,1.70177499620075,1.47980434452239,5.18464732747964,1.33182391007015,3.0483096005132,0.295960868904478,5.25330542305449,0.5,0,12.7,0.3,0,0,0,0,0,0.5,0,51.8,0.3,0,2.3,0.5,0,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0,0,0,0,0.8,1,NA,7.1,NA,3.8,NA,3.8,0.8,0,13.2,0,0,0,0,0,0,0,0,47.8,0.8,0,2.8,0.5,0,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0,0,1.016,0,2.794,NA,1.524,NA,0.254,NA,0,3.302,NA,0,0,0,0,0,0,0,NA,22.606,0,0,NA,0,0,0
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,4.8,0,2.5,0,1.8,2.3,2,9.1,1.8,5.1,0.8,7.1,1.5,0,19.2983663145243,5.1,0,0,0,0,0,0.337882505785843,0,35.8,2.8,1.3,3.8,0.8,0,0
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0,1.27000000000021,0.507999999999811,0,1.27000000000021,0,3.30199999999968,1.27000000000021,0.761999999999944,0,0.761999999999944,1.77800000000002,1.01599999999985,2.54000000000019,0.254000000000133,0,0,0,0,2.79399999999987,1.52399999999989,0.254000000000133,45.9739999999999,4.82600000000002,4.57200000000012,2.53999999999974,0,0.254000000000133,0,0
