"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31"
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,NA,0,0,NA,0.8,0,NA,NA,NA,2.8,0,0,NA,NA,0,2.8,7.6,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0.3,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,2,0,0,NA,0,0,NA,2.5,NA,NA,0,1.5,NA,NA,0,NA,1.8,0.3,NA,NA,4.8,NA,0,0.8,0,10.7,1,NA,0,NA,NA
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,6.4,0,0,NA,0,0,NA,NA,NA,2.3,0,0,NA,NA,0,NA,NA,2.8,NA,NA,0,0,NA,0,0,0,0,2.5,0,NA,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0.5,0.5,NA,3.3,0.3,0.3,NA,0.5,NA,1.3,0.5,0,NA,NA,NA,NA,NA,4.6,0.3,0.5,0.8,0.3,NA,0,0,0.3,0.3,NA,0.3,1,NA
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,0.508000000000038,0,3.80999999999995,4.57200000000012,0.253999999999905,3.30200000000002,9.65200000000004,6.60399999999993,5.33400000000006,10.16,1.01600000000008,0,6.09599999999989,5.84199999999998,0.762000000000057,3.048,NA,NA,8.88999999999999,4.82600000000014,0.507999999999925,3.30200000000002,NA,0,0.254000000000019,0,8.38199999999995,3.30200000000002,8.63599999999997,NA,6.3499755859375
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0,0,0,9.1,0,0,5.8,0.5,0.5,3.8,1,0,0,18.5,0,0,0,16,3.3,3.3,0,0.924877715326495,3.15576765716369,0,0,0,0,5.3,0,4.8,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0,0,0,8.4,0,0,5.1,0.5,0,3.6,1.5,0,0,16.3,0.5,0,0,17.8,3.3,NA,NA,0,5.3,0,0,0,0,5.8,0,3.8,0
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0.762,0.508,0,1.778,0.254,0,0.762,0.762,NA,0,8.636,5.588,0,0,2.032,6.35,1.778,2.794,0,10.668,0.762,0,0,0,0,7.62,9.398,NA,NA
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,0,0,0,6.49074028898271,0,1.5,3.3,6.6,2.8,2.8,4.6,1,1.8,13,6.6,1,3.8,17.3,10.7,3.6,1.5,2.5,5.8,0,0,0,10.9,7.4,0,9.9,4.3
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",1991.7737,19.2564,-155.6144,NA,"NENH1","32D64524",NA,NA,0,0,0.761999999999944,0,NA,0.254000000000133,2.03199999999993,NA,4.57200000000012,1.52399999999989,0,0,1.01600000000008,0.254000000000133,0,NA,1.01599999999962,12.7,15.2400000000002,NA,0,0.761999999999944,0,0,0,0,2.28600000000006,NA,1.01600000000008,NA,0.2540283203125
