"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2019.03.01","X2019.03.02","X2019.03.03","X2019.03.04","X2019.03.05","X2019.03.06","X2019.03.07","X2019.03.08","X2019.03.09","X2019.03.10","X2019.03.11","X2019.03.12","X2019.03.13","X2019.03.14","X2019.03.15","X2019.03.16","X2019.03.17","X2019.03.18","X2019.03.19","X2019.03.20","X2019.03.21","X2019.03.22","X2019.03.23","X2019.03.24","X2019.03.25","X2019.03.26","X2019.03.27","X2019.03.28","X2019.03.29","X2019.03.30","X2019.03.31"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,4.12471542649059,2.17090285604768,7.16397942495734,1.08545142802384,0,0,0.868361142419072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17090285604768,0,0,1.41108685643099,0,1.62817714203576,0,2.7136285700596,0,19.3210354188244
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,3.8,2,6.6,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.3,0,1.5,0,2.5,0,17.8
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,1.5,0,1,2,0,3.8,0,0,0,0,1,2,4.1,0,0,0,7.6,0,0,0,0,0,0,1.5,1.3,11.2,6.1,12.4,0,0,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,1.3,1.5,3.3,0,0,3.3,0.5,0.3,1,0,0,0,0.8,0,1.8,1.3,0,0,0,1.3,1.3,0,0.5,0.8,0,3.8,5.8,3.3,0,0,0
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,NA,NA,NA,0,4.80000000000007,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2.286,6.604,4.066,12.19,0,7.87,3.56,0.25,0,0,0
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,9.4,6.6,6.4,0,0,1,0,0,0,0,0,0.8,0,0.8,5.6,1.3,14.2,0,0,0,0,0,0,0,1.8,0,0,5.1,0,0,0
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,10.3818595917832,7.28939077720946,3.53425007379853,0,0,0.55222657403102,0,0,0,0,0,0.441781259224816,0,0.441781259224816,4.76580041699249,0.996783146643456,15.683234702481,0,0,0,0,0,0,0,0.994007833255836,0,0,3.82035448900947,0,0,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,NA,6.6,6.4,0,0,1,0,0,0,0,0,1.3,NA,0.8,6.4,1.3,13,NA,NA,0,0,0,0,0,1.5,0,NA,NA,0,NA,NA
4.15,"SOUTH POINT NEAR NAALEHU 12SSW","NWS","STATE","BI",295.78,18.9928,-155.668,NA,"SOPH1","B1507246",NA,NA,0,0,0,0,0.253999999999991,0,0,0,0,0,0,2.286,0,0.50800000000001,0.253999999999991,1.27,NA,0.508,0,0,0,NA,0,0,0,0,0,0,NA,0,0
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.37563140828354,0.395938568047257,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.42537884497012,0,0,0
