"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2018.11.01","X2018.11.02","X2018.11.03","X2018.11.04","X2018.11.05","X2018.11.06","X2018.11.07","X2018.11.08","X2018.11.09","X2018.11.10","X2018.11.11","X2018.11.12","X2018.11.13","X2018.11.14","X2018.11.15","X2018.11.16","X2018.11.17","X2018.11.18","X2018.11.19","X2018.11.20","X2018.11.21","X2018.11.22","X2018.11.23","X2018.11.24","X2018.11.25","X2018.11.26","X2018.11.27","X2018.11.28","X2018.11.29","X2018.11.30"
2.1,"KAHUKU MAUKA","COOP","COOP","BI",957,19.1089,-155.7467,"USC00512566",NA,NA,NA,NA,0,0,0,0,0,0,6.94688913935258,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17090285604768,0,0,0,0,0,0,0,0,0
2.32,"SOUTH KONA 2 2.32","COOP","COOP","BI",647,19.10778,-155.78944,"USC00518652",NA,NA,NA,NA,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2.34,"MILOLII 2.34","COOP","COOP","BI",280,19.186302,-155.886763,"USC00516304",NA,NA,NA,NA,0,0,7.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,11.2,0,0,0,0,0,0.5,2.8,1,0,0
2.36,"KAPUA 2.36","COOP","COOP","BI",533,19.14472,-155.84944,"USC00513376",NA,NA,NA,NA,0,0,0,10.4,0,0,3,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,2,1.5,0,0,0
3.22,"HAWAIIAN OCEAN VIEW 4.7 NNE","HAWAIIAN OCEAN VIEW 4.7 NNE","CoCoRaHS","BI",1273,19.135,-155.747,"US1HIHI0035",NA,NA,NA,NA,0,0.5,0.5,0,0.3,0,12.2,0,1,0,0,0.5,0,0,0,0.5,0.5,0.5,1.8,0.3,0,NA,NA,NA,NA,0.5,0,0,0,0
3.9,"LOWER KAHUKU CS","LOWER KAHUKU CS","RAWS","BI",953.7192,19.10083333,-155.6697222,NA,"LKHH1","32D620C2",NA,NA,1,1,0.300000000000011,4,0,7.69999999999999,0.200000000000045,1,0.299999999999955,0,0.200000000000045,0.299999999999955,0,0.5,2,0,0,0,0,0,0,4.40000000000003,0.5,0.199999999999989,4.10000000000002,2.5,0,4.59999999999997,5.30000000000001,0
4.12,"NAALEHU 4.6 WSW","NAALEHU 4.6 WSW","CoCoRaHS","BI",391,19.0424,-155.6354,"US1HIHI0001",NA,NA,NA,NA,0.8,1,0.8,0,0,0,0,0,1.8,0,0,0,0,0.8,3.3,0.5,0.5,1.3,0,0,0,0,2.5,2.5,6.9,1.3,6.1,0,8.6,0
4.13,"NAALEHU 5.0 WSW","NAALEHU 5.0 WSW","CoCoRaHS","BI",436,19.0424,-155.643,"US1HIHI0010",NA,NA,NA,NA,1.44578022067608,2.11400273628855,0.888003019869824,0,0,0,0,0,1.83067363446523,0,0,0,0,0.441781259224816,4.77856685857554,0.27611328701551,0.27611328701551,0.717894546240326,0,0,0,0.27888860040313,4.33678559935073,2.7611328701551,7.62072672162808,1.43578909248065,10.6196857120706,0,4.74914853666677,0
4.14,"NAALEHU 4.7 WSW, HI US","CoCoRaHs","CoCoRaHs","BI",393.18,19.0421,-155.6371,"US1HIHI0057",NA,NA,NA,NA,0.5,NA,0.8,0,0,0,0,0,2,0,0,0,0,0.8,3.8,0,NA,1,0,0,0,0,NA,NA,6.4,1,4.6,0,7.6,0
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,1.42537884497012,2.21725598106464,0.633501708875611,0,0,0,0,0,1.18781570414177,0,0,0,0,0,4.19694882130092,0,0,0,0,0,0,0.395938568047257,4.19694882130092,NA,NA,NA,10.2944027692287,0,0,0
6,"KIOLAKAA A&F 6","STATE DIV FTRY","COOP","BI",587,19.07032619,-155.6355484,"USC00514625",NA,NA,NA,NA,2.06369965362875,3.21019946120028,0.917199846057224,0,0,0,0,0,1.7197497113573,0,0,0,0,0,6.07644898012911,0,0,0,0,0,0,0.573249903785765,6.07644898012911,NA,NA,NA,14.9044974984299,0,0,0
